"","X","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi"
"5132",5132,1496,"ae",6,"",5,4,1,"",38,9,9,7,"",2,2,10,6,8,10,6,7,5,7,0,0,0,8,0,0,0,0,2,0,0,8,3,5,10,9,0,0,9,8,10,10,3,0,0,6,0,0,0,10,5,0,0,0,0,149606,0
"5133",5133,1498,"bc",4,"",10,4,1,"",50,10,8,8,"",10,9,10,10,9,3,10,10,0,10,10,10,0,10,10,10,10,0,10,10,10,10,10,3,10,10,10,10,10,10,5,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,149806,0
"5135",5135,1500,"tm",4,"",10,3,1,"",62,10,10,8,"",NA,10,6,6,0,6,10,10,10,6,6,10,6,0,10,4,0,3,0,6,3,0,0,0,0,0,0,10,6,6,6,5,10,6,3,3,5,5,5,0,10,2,-4,-4,10,150006,0
"5139",5139,1506,"mc",4,"",8,4,2,"",70,6,6,4,"",NA,8,9,10,10,10,10,9,9,8,10,7,10,0,5,10,10,9,10,6,6,10,7,8,0,0,9,7,7,8,10,8,8,0,7,0,6,4,4,7,7,0,5,0,0,150606,1
"5141",5141,1509,"bb",3,"",8,1,2,"",26,7,8,5,"",10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,6,-4,10,10,-6,4,2,2,7,10,2,7,3,0,0,2,8,1,1,1,10,0,6,5,1,1,-6,-5,1,1,150906,1
"5142",5142,1513,"sr",8,"academic",9,2,2,"",52,10,10,9,"",9,6,7,0,0,6,0,0,7,0,0,0,7,0,0,7,7,4,0,0,0,10,10,5,6,0,0,10,0,0,10,0,0,0,2,6,1,2,4,0,0,0,5,0,0,151306,1
"5147",5147,1529,"ao",4,"",6,4,2,"",27,8,6,7,"",0,4,10,5,7,8,0,4,-5,-2,0,0,0,0,7,0,5,5,4,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152906,1
"5150",5150,1535,"at",6,"",8,6,2,"",70,7,8,7,"",8,8,6,7,7,7,7,8,8,8,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153506,1
"5154",5154,1540,"hf",4,"",8,3,1,"",38,10,10,8,"",10,6,10,8,10,10,8,8,8,8,6,6,8,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154006,0
"5156",5156,1543,"jj",6,"",10,1,2,"",18,7,10,5,"",10,2,3,2,4,10,1,1,10,10,2,2,10,10,10,1,2,10,10,10,10,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,154306,1
"5157",5157,1544,"ah",6,"",6,2,1,"",37,6,5,8,"",7,8,10,5,10,9,7,6,6,4,7,8,6,-10,6,9,-5,1,-8,-7,-8,8,10,6,3,8,7,5,9,9,8,5,5,5,4,3,5,6,1,2,-1,-4,-5,-5,-6,154406,0
"5159",5159,1547,"jf",1,"",6,2,2,"",41,7,8,6,"",6,4,10,10,6,6,4,9,9,6,8,8,6,7,10,6,8,8,4,2,6,3,3,4,4,4,5,6,7,8,8,7,10,10,10,9,1,8,8,0,7,5,5,1,4,154706,1
"5164",5164,1556,"uncle",4,"",10,2,2,"",40,10,10,4,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,155606,1
"5169",5169,1570,"ab",6,"",9,2,1,"",19,10,10,10,"currently still in college",NA,10,8,10,6,8,10,7,10,10,6,-10,2,5,-10,4,NA,2,5,NA,10,10,10,10,10,10,2,2,10,10,10,10,10,1,1,10,10,10,10,10,10,2,2,10,10,157006,0
"5170",5170,1571,"lw",6,"",4,3,1,"",21,7,7,5,"",5,10,10,7,7,10,-2,4,0,0,-6,5,0,0,5,2,7,7,7,0,0,4,7,7,7,1,0,7,3,9,6,6,1,0,6,0,7,9,9,10,0,0,9,0,9,157106,0
"5171",5171,1573,"da",6,"",6,3,1,"",21,10,10,5,"",6,7,9,6,10,10,3,10,10,10,-2,5,0,0,0,-7,4,0,0,0,7,5,7,10,7,7,0,0,4,10,6,6,6,2,0,6,5,10,10,10,10,6,6,10,10,157306,0
"5173",5173,1578,"cw",8,"academic",9,6,1,"",NA,10,10,7,"",NA,10,10,10,10,10,7,7,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,10,10,10,0,0,0,0,7,0,0,0,7,8,0,7,0,157806,0
"5175",5175,1582,"ac",3,"",6,3,1,"",56,7,7,5,"",0,0,5,2,4,4,5,5,6,6,3,3,4,4,4,4,4,4,4,4,4,0,0,8,0,5,0,0,0,0,3,2,2,0,0,0,0,0,1,0,1,1,1,1,1,158206,0
"5180",5180,1604,"sg",4,"",8,3,1,"",73,9,9,9,"",NA,10,8,10,6,10,6,10,5,5,7,9,5,6,10,10,10,8,8,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160406,0
"5182",5182,1607,"jr",3,"",10,1,1,"",36,10,10,8,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160706,0
"5183",5183,1610,"mg",6,"",10,1,1,"",20,10,10,5,"",NA,10,10,NA,NA,NA,10,10,10,NA,4,4,4,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161006,0
"5185",5185,1614,"al",6,"",7,6,1,"",24,5,5,6,"",0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,161406,0
"5187",5187,1617,"aw",6,"",10,1,1,"",18,10,10,4,"",10,5,10,10,10,10,10,10,10,1,10,10,10,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161706,0
"5188",5188,1618,"ak",4,"",8,3,1,"",37,7,8,4,"",8,10,10,7,9,9,9,9,9,9,6,7,8,5,7,9,8,9,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161806,0
"5193",5193,1625,"ko",6,"",6,2,1,"",19,2,10,7,"",-7,9,2,10,-5,4,NA,-6,-1,-8,8,-3,0,0,0,9,-9,-1,0,-2,2,-2,4,5,0,-4,5,-3,6,-8,2,6,-9,6,0,2,10,0,0,8,-6,0,0,0,10,162506,0
"5197",5197,1634,"cj",4,"",8,4,2,"",28,9,9,7,"",0,0,0,0,0,10,0,0,8,8,1,1,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163406,1
"5199",5199,1638,"cm",6,"",10,1,2,"",18,10,10,7,"",NA,10,10,10,NA,-10,10,10,7,0,10,7,7,3,0,8,0,0,8,0,3,0,0,0,0,0,0,0,10,10,5,0,10,0,0,0,10,10,8,8,8,7,0,0,0,163806,1
"5200",5200,1641,"ch",6,"",10,1,2,"",20,10,10,4,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,164106,1
"5201",5201,1642,"cs",4,"",10,3,1,"",67,10,10,7,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,164206,0
"5206",5206,1650,"mf",8,"academic",7,6,1,"",37,10,10,7,"",10,8,8,10,10,10,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165006,0
"5209",5209,1656,"ah",6,"",10,2,1,"",18,10,10,5,"",8,8,10,10,6,8,0,0,0,0,0,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165606,0
"5211",5211,1659,"cf",1,"parentfig",7,3,2,"",NA,10,10,10,"Navy",9,9,9,9,10,10,9,10,10,8,9,7,7,7,8,10,10,10,0,0,0,8,9,10,0,0,0,7,10,10,10,7,8,0,8,10,5,5,5,8,9,0,5,0,0,165906,1
"5213",5213,1661,"gp",6,"",10,4,1,"",65,10,10,7,"",NA,6,0,6,6,6,6,6,6,6,10,10,0,0,0,10,10,0,10,0,10,10,10,0,0,0,10,10,10,10,6,10,0,0,0,6,10,10,7,10,3,10,10,6,10,166106,0
"5215",5215,1664,"by",5,"",10,1,2,"",21,10,10,5,"",NA,10,10,10,10,10,10,10,10,10,9,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,166406,1
"5216",5216,1665,"lj",4,"",10,2,1,"",33,10,10,7,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,166506,0
"5217",5217,1667,"ao",4,"",10,3,1,"",60,10,10,7,"",NA,7,7,10,5,8,4,-2,-7,7,10,4,5,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166706,0
"5218",5218,1668,"kf",6,"",9,2,1,"",18,9,9,5,"",6,7,8,8,8,5,0,6,9,5,0,0,0,5,7,10,9,8,10,8,8,7,4,3,5,7,4,9,7,5,6,8,8,6,7,9,7,8,6,8,9,7,10,9,5,166806,0
"5220",5220,1671,"kw",6,"",10,2,1,"",20,10,10,4,"",NA,10,5,10,5,10,10,5,10,10,10,0,4,10,4,10,10,0,10,0,10,10,1,10,10,10,10,0,10,0,10,10,10,10,0,10,10,0,10,10,10,10,0,10,0,167106,0
"5225",5225,1678,"lc",6,"",7,2,2,"",18,8,10,4,"",10,10,10,4,0,0,7,0,0,10,0,0,0,8,10,NA,NA,NA,NA,NA,NA,4,0,0,10,10,10,NA,0,0,0,3,3,2,0,10,4,0,0,10,10,10,0,10,10,167806,1
"5226",5226,1680,"qdt",3,"",10,2,2,"",31,10,10,4,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,168006,1
"5232",5232,1692,"hu",4,"",6,4,1,"",30,7,4,7,"",4,10,10,7,6,10,6,4,7,2,4,-1,5,1,0,-2,2,2,4,-1,6,3,1,6,6,-1,-1,7,5,4,1,1,4,-1,5,5,1,1,4,2,1,3,3,2,2,169206,0
"5234",5234,1695,"tw",7,"",7,5,2,"",30,10,10,7,"",10,4,6,0,0,3,6,7,10,-4,0,0,2,7,-9,7,0,7,-2,0,7,9,0,0,-9,3,3,9,0,0,0,0,0,0,9,10,7,4,9,-3,5,6,10,10,10,169506,1
"5237",5237,1700,"ap",3,"",10,1,1,"",20,10,10,5,"",8,6,6,10,10,6,10,10,6,10,10,10,6,10,10,4,10,6,10,10,10,10,4,6,10,10,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170006,0
"5238",5238,1701,"sb",4,"",10,3,1,"",57,10,10,4,"",8,8,10,10,4,4,10,4,4,10,10,8,8,7,7,10,10,10,8,8,10,10,10,10,7,7,10,10,10,6,6,10,10,7,7,5,10,0,0,0,0,3,3,3,5,170106,0
"5242",5242,1705,"rb",4,"",10,3,2,"",74,10,10,8,"",4,10,2,9,6,9,10,5,9,10,10,2,10,10,10,4,10,2,8,5,0,8,1,8,10,8,3,1,8,2,8,10,6,7,0,10,8,1,8,10,6,10,0,10,10,170506,1
"5243",5243,1708,"eb",6,"",8,1,1,"",18,8,5,7,"",10,10,9,7,7,8,10,5,8,10,1,0,0,1,1,0,0,0,0,0,0,10,10,10,10,0,10,10,10,5,4,4,0,10,10,10,10,7,4,6,0,10,10,10,10,170806,0
"5246",5246,1713,"lw",4,"",10,1,2,"",74,10,10,4,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171306,1
"5251",5251,1721,"al",4,"",10,2,1,"",28,10,10,7,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,9,172106,0
"5252",5252,1723,"jg",3,"",10,2,1,"",26,10,10,7,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,172306,0
"5253",5253,1724,"a",5,"",0,1,1,"",18,NA,NA,6,"",3,-3,3,3,0,-5,NA,NA,NA,NA,-5,6,4,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172406,0
"5258",5258,1731,"jg",8,"academic",9,5,2,"",53,10,10,7,"",10,10,8,10,7,10,10,9,10,10,7,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173106,1
"5260",5260,1740,"dc",4,"",10,1,1,"",42,9,9,8,"",0,4,0,6,6,4,0,7,4,9,8,4,7,6,9,6,9,3,8,8,6,7,9,4,7,9,7,10,6,8,4,9,3,7,-5,0,5,7,1,7,4,9,9,4,-7,174006,0
"5261",5261,1741,"jh",6,"",8,2,1,"",19,10,10,5,"",1,1,10,0,0,0,0,10,5,0,3,2,1,0,0,4,2,2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174106,0
"5262",5262,1742,"gd",6,"",10,1,1,"",19,10,10,4,"",4,8,0,4,1,5,2,4,1,4,0,2,0,0,1,2,5,0,0,4,5,5,6,7,0,7,-2,6,2,4,0,0,6,-1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,174206,0
"5263",5263,1743,"ji",1,"parentfig",10,3,2,"",999,10,10,5,"",NA,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174306,1
"5264",5264,1744,"ac",5,"",10,1,2,"",21,10,10,5,"",-2,0,0,0,0,-5,0,0,0,0,5,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174406,1
"5265",5265,1745,"pc",6,"",10,2,1,"",18,10,10,4,"",NA,10,10,0,0,0,7,10,10,0,6,9,9,0,10,4,7,7,-9,4,10,0,0,0,0,0,0,0,7,7,7,0,0,0,0,10,0,10,10,-1,0,0,0,0,0,174506,0
"5267",5267,1748,"ec",6,"",10,1,1,"",18,10,10,5,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,174806,0
"5268",5268,1749,"ch",8,"academic",10,4,1,"",45,10,9,7,"",9,10,8,10,9,8,8,6,4,4,8,8,0,0,10,10,6,10,10,0,0,8,4,1,10,0,0,7,4,4,1,10,0,0,10,10,4,4,1,10,0,0,10,10,10,174906,0
"5270",5270,1751,"sh",6,"",9,4,1,"",28,10,10,7,"",6,5,8,8,10,10,0,9,10,10,0,7,10,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,9,9,8,10,8,10,0,0,0,10,10,10,10,10,0,0,9,175106,0
"5272",5272,1753,"wc",3,"",NA,1,1,"",32,-2,6,3,"",8,10,9,-1,-1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3,NA,7,NA,-1,NA,NA,NA,NA,NA,-1,NA,NA,-3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,175306,0
"5277",5277,1760,"tm",4,"",10,2,1,"",24,10,10,4,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,176006,0
"5281",5281,1766,"rp",6,"",10,2,1,"",27,10,10,7,"",6,7,7,6,8,3,6,1,4,-1,3,0,0,-1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176606,0
"5283",5283,1771,"kl",3,"",10,1,1,"",17,10,10,5,"",NA,10,0,10,0,0,10,10,10,10,10,2,2,7,3,10,0,-1,8,4,8,6,0,1,3,6,1,7,5,2,10,7,4,3,3,2,6,2,4,5,4,3,2,9,2,177106,0
"5286",5286,1775,"my",8,"academic",9,5,1,"",36,10,10,8,"",10,10,5,10,4,5,4,4,0,0,10,5,5,5,3,8,3,6,7,10,4,10,10,5,5,7,6,6,10,10,6,5,4,10,6,10,10,9,7,4,0,5,7,10,8,177506,0
"5292",5292,1785,"jh",6,"",7,4,1,"",21,3,6,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,9,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178506,0
"5294",5294,1812,"af",6,"peer",10,1,1,"",24,10,10,7,"",8,0,0,8,8,0,0,0,10,0,0,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181206,0
"5296",5296,1815,"jc",1,"",10,1,2,"",100,10,10,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-2,7,5,6,6,2,-1,0,0,5,-1,0,-1,-1,2,-2,0,-1,0,-1,-2,-1,-2,-2,-2,0,-2,-2,-2,-4,-1,-2,-2,1,181506,1
"5298",5298,1817,"bl",4,"",10,3,1,"",81,7,7,7,"",10,10,8,8,8,7,7,7,0,0,10,9,10,10,0,10,7,10,10,0,10,10,10,8,9,0,10,10,10,10,9,8,0,10,10,8,8,0,0,0,8,0,0,0,8,181706,0
"5299",5299,1818,"christina lambert",4,"",10,2,1,"",79,10,10,7,"",-10,10,10,10,0,10,7,0,10,9,7,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181806,0
"5300",5300,1819,"kendall williams",6,"",9,1,2,"",46,10,10,8,"",NA,10,10,4,10,10,10,10,10,10,10,-3,7,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181906,1
"5301",5301,1821,"kk",3,"",10,1,1,"",24,10,10,7,"",7,10,0,0,10,0,6,0,3,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,182106,0
"5302",5302,1822,"hl",1,"",5,2,1,"",44,10,10,3,"",8,10,10,10,10,10,10,0,10,NA,4,0,0,0,1,10,0,0,0,0,0,10,0,0,0,4,8,8,5,0,0,0,4,6,6,NA,5,0,0,0,-4,-6,4,5,5,182206,0
"5310",5310,1834,"th",5,"",10,1,1,"",18,10,10,5,"",5,1,0,0,1,7,0,0,8,8,9,9,0,0,0,6,4,3,7,3,7,6,4,1,0,1,6,8,0,0,1,1,1,8,10,8,0,0,7,7,7,1,1,0,3,183406,0
"5313",5313,1839,"lt",4,"",9,3,1,"",50,9,10,8,"",8,7,8,0,0,0,9,9,7,0,10,10,0,0,8,10,10,0,0,0,9,8,7,7,0,7,10,7,7,10,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,183906,0
"5315",5315,1842,"dt",8,"academic",10,6,2,"",75,10,10,7,"",2,5,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,10,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,3,184206,1
"5316",5316,1843,"hk",5,"",10,1,2,"",22,8,8,7,"",10,6,6,5,7,6,4,6,6,10,8,8,8,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184306,1
"5317",5317,1845,"br",5,"",10,1,2,"",19,3,10,6,"",6,2,10,10,-2,NA,10,8,9,10,10,4,6,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184506,1
"5318",5318,1846,"jb",4,"",10,3,1,"",31,10,10,7,"",NA,10,10,10,10,10,10,10,7,10,10,10,8,10,7,10,8,0,0,0,0,10,10,8,6,3,0,7,6,5,7,3,0,0,10,0,7,7,5,0,0,0,10,0,10,184606,0
"5319",5319,1847,"c.g",3,"",7,4,2,"",15,6,6,3,"",8,10,8,10,5,8,7,5,7,4,10,8,9,8,7,8,5,6,5,8,5,7,9,9,5,6,7,10,10,7,8,7,9,7,10,10,1,8,2,0,0,0,0,0,0,184706,1
"5320",5320,1848,"ad",6,"",6,3,1,"",23,7,8,6,"",3,10,0,4,0,2,7,0,7,10,4,0,4,0,0,NA,NA,NA,NA,NA,NA,10,0,10,0,3,0,0,10,0,10,0,2,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,184806,0
"5322",5322,1851,"aunt/mt",4,"",10,3,1,"",48,10,10,5,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185106,0
"5323",5323,1852,"ut",4,"",3,2,2,"",36,6,9,4,"",NA,NA,NA,2,-1,0,2,1,3,-1,4,-4,8,6,1,-4,-6,NA,NA,-3,NA,4,NA,6,-7,-6,3,-4,-2,5,6,7,6,7,9,7,7,6,6,6,6,-3,NA,NA,NA,185206,1
"5324",5324,1855,"jd",4,"",10,2,2,"",NA,10,10,6,"",NA,6,0,10,10,0,10,10,0,5,10,10,0,5,10,10,10,0,5,10,10,10,10,0,5,8,8,10,8,8,0,5,8,8,10,6,8,8,0,5,8,8,9,10,6,185506,1
"5325",5325,1859,"eb",4,"",10,2,1,"",26,10,10,6,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185906,0
"5326",5326,1860,"nd",6,"",8,2,2,"",18,6,5,5,"",-6,7,6,0,0,0,0,0,0,8,3,2,2,4,4,2,0,1,1,1,8,2,3,2,5,5,7,7,5,1,3,1,0,4,7,4,0,0,0,-2,2,6,7,5,8,186006,1
"5327",5327,1862,"cr",6,"",10,1,1,"",19,7,7,5,"",2,8,10,9,9,10,9,1,3,3,9,0,0,0,10,10,0,1,1,5,7,8,0,0,0,5,8,10,10,0,0,0,-2,-2,10,10,10,0,4,4,1,3,1,0,-1,186206,0
"5330",5330,1868,"kt",1,"",4,3,1,"",44,10,10,3,"",NA,8,8,10,10,NA,10,10,NA,10,10,2,10,10,10,NA,NA,10,NA,NA,NA,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,NA,10,NA,186806,0
"5333",5333,1874,"cm",7,"",10,4,1,"",45,10,10,7,"",NA,10,10,6,6,7,8,3,10,7,6,3,1,1,10,6,3,7,3,7,1,4,0,0,0,4,0,0,10,4,9,8,7,0,5,0,10,10,8,6,3,0,0,0,6,187406,0
"5336",5336,1878,"sj",1,"",10,1,1,"",1,10,0,1,"",6,10,6,8,-6,-6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187806,0
"5338",5338,1884,"ch",5,"",10,1,1,"",18,10,8,4,"",NA,0,2,0,2,6,9,3,0,0,10,6,0,0,0,8,8,0,0,0,6,8,8,0,0,2,5,9,5,5,0,0,0,3,4,4,2,2,0,0,0,0,0,0,0,188406,0
"5348",5348,1908,"ef",4,"",10,2,1,"",20,10,9,5,"",10,-6,-8,10,10,8,10,10,10,10,10,10,10,9,0,8,0,10,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190806,0
"5350",5350,1912,"ja",6,"",7,2,1,"",20,8,9,5,"",6,8,10,10,7,9,10,8,8,9,8,10,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191206,0
"5351",5351,1916,"jn",1,"",10,6,2,"",999,10,10,8,"",10,10,10,8,10,9,9,10,10,9,10,10,10,7,4,8,0,0,0,0,0,9,5,7,10,4,0,3,10,8,7,4,7,0,1,5,10,0,1,5,3,0,10,10,0,191606,1
"5353",5353,1919,"el",6,"",7,2,1,"",43,10,10,3,"",10,10,10,10,10,10,6,7,0,10,8,9,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191906,0
