"","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi"
"3367",1823,"cb","8","academic",2,6,"1","",50,10,8,7,"","5","5","10","0","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182304",0
"3368",1824,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","10","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182404",NA
"3369",1829,"kd","3","",10,2,"1","",28,4,7,7,"","0","0","0","9","0","8","10","0","0","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182904",0
"3370",1830,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183004",NA
"3371",1831,"tg","3","",10,2,"1","",26,10,10,7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183104",0
"3372",1832,"aw","5","",10,1,"2","",18,2,9,4,"","7","8","7","4","-2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183204",1
"3373",1833,"sm","8","academic",6,4,"1","",45,10,4,8,"","10","10","8","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183304",0
"3374",1834,"rh","8","academic",9,5,"2","",NA,10,10,7,"","5","1","0","0","1","7","0","0","8","8","9","9","0","0","0","6","4","3","7","3","7","6","4","1","0","1","6","8","0","0","1","1","1","8","10","8","0","0","7","7","7","1","1","0","3","183404",1
"3375",1837,"","","",NA,NA,"","",NA,NA,NA,NA,"","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183704",NA
"3376",1838,"","","",NA,NA,"","",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183804",NA
"3377",1839,"sv","8","academic",6,1,"1","",35,8,9,7,"","8","7","8","0","0","0","9","9","7","0","10","10","0","0","8","10","10","0","0","0","9","8","7","7","0","7","10","7","7","10","0","0","0","0","9","8","0","0","0","0","0","0","0","0","0","183904",0
"3378",1841,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184104",NA
"3379",1842,"sg","8","academic",10,6,"1","",65,10,10,7,"","2","5","3","3","3","3","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","10","3","3","3","3","3","3","10","3","3","3","3","3","3","3","10","3","3","3","3","3","3","3","3","184204",0
"3380",1843,"tw","6","",9,2,"1","",21,10,10,7,"","10","6","6","5","7","6","4","6","6","10","8","8","8","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184304",0
"3381",1845,"hs","1","",10,3,"1","",55,6,8,8,"","6","2","10","10","-2","","10","8","9","10","10","4","6","9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184504",0
"3382",1846,"dm","4","",10,2,"1","",65,10,10,8,"","","10","10","10","10","10","10","10","7","10","10","10","8","10","7","10","8","0","0","0","0","10","10","8","6","3","0","7","6","5","7","3","0","0","10","0","7","7","5","0","0","0","10","0","10","184604",0
"3383",1847,"b.g","3","",9,4,"2","",13,2,2,2,"","8","10","8","10","5","8","7","5","7","4","10","8","9","8","7","8","5","6","5","8","5","7","9","9","5","6","7","10","10","7","8","7","9","7","10","10","1","8","2","0","0","0","0","0","0","184704",1
"3384",1848,"cb","8","academic",8,3,"1","",35,10,10,7,"","3","10","0","4","0","2","7","0","7","10","4","0","4","0","0","","","","","","","10","0","10","0","3","0","0","10","0","10","0","2","0","0","10","","","","","","","","","","184804",0
"3385",1849,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184904",NA
"3386",1851,"bestfriend/jn","6","",10,1,"2","",20,10,10,5,"","","10","10","10","10","10","10","10","10","10","10","10","10","0","10","10","0","0","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","185104",1
"3387",1852,"je","3","",2,1,"2","",NA,3,3,8,"","","","","2","-1","0","2","1","3","-1","4","-4","8","6","1","-4","-6","","","-3","","4","","6","-7","-6","3","-4","-2","5","6","7","6","7","9","7","7","6","6","6","6","-3","","","","185204",1
"3388",1855,"sb","6","",10,4,"1","",NA,10,10,4,"","","6","0","10","10","0","10","10","0","5","10","10","0","5","10","10","10","0","5","10","10","10","10","0","5","8","8","10","8","8","0","5","8","8","10","6","8","8","0","5","8","8","9","10","6","185504",0
"3389",1859,"dj","4","",10,1,"2","",63,10,10,4,"","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","185904",1
"3390",1860,"th","6","",5,2,"2","",20,4,6,5,"","-6","7","6","0","0","0","0","0","0","8","3","2","2","4","4","2","0","1","1","1","8","2","3","2","5","5","7","7","5","1","3","1","0","4","7","4","0","0","0","-2","2","6","7","5","8","186004",1
"3391",1862,"vg","3","",10,1,"2","",12,6,6,2,"","2","8","10","9","9","10","9","1","3","3","9","0","0","0","10","10","0","1","1","5","7","8","0","0","0","5","8","10","10","0","0","0","-2","-2","10","10","10","0","4","4","1","3","1","0","-1","186204",1
"3392",1863,"","","",NA,NA,"","",NA,NA,NA,NA,"","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186304",NA
"3393",1864,"","","",NA,NA,"","",NA,NA,NA,NA,"","-4","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186404",NA
"3394",1868,"ch","4","",10,6,"2","",999,0,10,2,"","","8","8","10","10","","10","10","","10","10","2","10","10","10","","","10","","","","10","10","10","10","10","10","10","10","","","","","","","","10","10","10","10","10","10","","10","","186804",1
"3395",1869,"ed","3","",10,2,"2","",29,10,10,8,"","10","10","10","10","10","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186904",1
"3396",1871,"","","",NA,NA,"","",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187104",NA
"3397",1874,"tl","5","",10,1,"2","",19,8,10,5,"","","10","10","6","6","7","8","3","10","7","6","3","1","1","10","6","3","7","3","7","1","4","0","0","0","4","0","0","10","4","9","8","7","0","5","0","10","10","8","6","3","0","0","0","6","187404",1
"3398",1875,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187504",NA
"3399",1877,"mr","6","",10,3,"1","",34,8,8,5,"","10","2","10","10","5","-2","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187704",0
"3400",1878,"mj","6","",10,2,"2","",27,10,10,7,"","6","10","6","8","-6","-6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","187804",1
"3401",1880,"cv","4","",10,4,"1","",64,10,10,6,"","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188004",0
"3402",1884,"cd","8","academic",2,3,"1","",45,8,8,8,"","","0","2","0","2","6","9","3","0","0","10","6","0","0","0","8","8","0","0","0","6","8","8","0","0","2","5","9","5","5","0","0","0","3","4","4","2","2","0","0","0","0","0","0","0","188404",0
"3403",1885,"bl","1","",10,2,"2","",49,10,10,4,"","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188504",1
"3404",1886,"","","",NA,NA,"","",NA,NA,NA,NA,"","","9","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188604",NA
"3405",1887,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188704",NA
"3406",1888,"","","",NA,NA,"","",NA,NA,NA,NA,"","8","6","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188804",NA
"3407",1891,"","","",NA,NA,"","",NA,NA,NA,NA,"","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189104",NA
"3408",1894,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189404",NA
"3409",1897,"u.n","6","",10,1,"1","",19,10,10,5,"","10","9","10","6","2","6","6","0","6","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189704",0
"3410",1898,"ca","4","",10,3,"1","",74,10,10,8,"","-4","10","0","10","5","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189804",0
"3411",1905,"","","",NA,NA,"","",NA,NA,NA,NA,"","0","0","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190504",NA
"3412",1908,"bt","5","",10,1,"2","",18,8,10,5,"","10","-6","-8","10","10","8","10","10","10","10","10","10","10","9","0","8","0","10","8","0","0","","","","","","","","","","","","","","","","","","","","","","","","","190804",1
"3413",1910,"bc","4","",7,2,"1","",74,6,6,4,"","5","7","9","9","7","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191004",0
"3414",1912,"sb","3","",9,1,"1","",21,8,9,5,"","6","8","10","10","7","9","10","8","8","9","8","10","9","9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191204",0
"3415",1916,"nn","3","",10,2,"2","",16,7,10,3,"","10","10","10","8","10","9","9","10","10","9","10","10","10","7","4","8","0","0","0","0","0","9","5","7","10","4","0","3","10","8","7","4","7","0","1","5","10","0","1","5","3","0","10","10","0","191604",1
"3416",1918,"jf","8","academic",8,6,"1","",65,10,10,7,"","1","0","10","10","1","1","8","10","10","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191804",0
"3417",1919,"ta","5","",10,1,"2","",19,10,10,4,"","10","10","10","10","10","10","6","7","0","10","8","9","0","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191904",1
"3418",1920,"p.o","3","",10,2,"1","",24,10,10,7,"","10","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192004",0
"3419",1921,"cg","6","",0,1,"2","",18,7,7,4,"","10","8","10","2","-10","4","2","2","2","-10","0","6","-10","1","-10","-10","2","0","-10","10","0","0","0","0","-10","10","0","10","0","7","0","-10","9","2","6","3","0","0","0","-10","0","0","0","0","0","192104",1
"3420",1924,"pg","1","parentfig",10,2,"2","",61,10,10,4,"","7","8","8","8","8","10","8","8","10","8","10","10","10","10","10","10","10","10","10","10","10","10","8","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","192404",1
"3421",1926,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192604",NA
"3422",1928,"jm","8","academic",3,6,"1","",40,10,10,8,"","5","0","0","0","0","0","0","0","0","0","2","-2","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192804",0
"3423",1930,"nana","4","",10,3,"1","",70,10,10,7,"","4","10","4","10","0","10","10","3","8","7","10","3","9","5","10","10","2","10","5","8","10","","","","","","","","","","","","","","","","","","","","","","","","","193004",0
"3424",1937,"td","5","",10,1,"2","",19,10,10,4,"","7","6","6","6","4","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","193704",1
"3425",1938,"","","",NA,NA,"","",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","193804",NA
"3426",1939,"ad","6","",10,1,"1","",21,7,7,7,"","0","6","0","7","0","0","6","0","0","10","7","0","2","10","10","0","0","0","0","0","0","8","0","8","2","6","2","0","3","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","193904",0
"3427",1941,"vp","4","",7,2,"1","",50,8,8,7,"","9","7","8","8","7","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194104",0
"3428",1942,"","","",NA,NA,"","",NA,NA,NA,NA,"","0","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194204",NA
"3429",1943,"bb","6","",7,1,"2","",24,10,10,7,"","9","5","0","5","3","9","8","8","2","5","10","9","10","8","9","10","7","1","1","9","9","7","6","8","7","5","9","8","8","9","8","8","7","10","6","6","6","1","8","5","1","10","1","2","8","194304",1
"3430",1952,"dt","6","",8,6,"2","",35,10,10,7,"","10","0","0","6","6","6","6","6","6","9","8","6","0","0","0","10","8","0","0","0","10","7","8","0","0","0","6","8","4","6","0","0","0","6","5","5","8","7","0","0","0","8","6","8","0","195204",1
"3431",1954,"jm","5","",10,1,"1","",18,10,10,4,"","10","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195404",0
"3432",1956,"dd","1","",10,3,"2","",50,10,10,4,"","10","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195604",1
"3433",1958,"","","",NA,NA,"","",NA,NA,NA,NA,"","5","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195804",NA
"3434",1961,"er","6","",10,1,"1","",18,10,6,5,"","10","10","10","10","6","10","0","5","0","0","0","0","0","0","0","3","6","0","0","4","0","1","3","1","0","2","0","8","9","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","196104",0
"3435",1963,"jh","6","",10,2,"1","",18,10,10,7,"","10","8","10","9","9","10","6","9","10","5","6","7","5","6","10","10","10","8","9","10","10","7","9","7","10","7","7","8","1","5","1","2","1","1","4","10","10","10","10","10","10","10","10","9","6","196304",0
"3436",1965,"es","1","",7,2,"1","",39,7,8,7,"","8","5","9","8","9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196504",0
"3437",1967,"jg","3","",10,2,"2","",26,9,10,6,"","10","9","9","10","10","9","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196704",1
"3438",1969,"cm","6","",8,1,"2","",38,8,10,7,"","8","8","8","0","0","0","0","0","0","8","0","0","0","8","9","8","7","8","0","0","0","8","8","8","1","0","7","5","0","0","9","7","7","9","0","8","0","0","0","1","0","0","0","10","8","196904",1
"3439",1970,"as","6","",6,3,"2","",23,7,10,7,"","0","6","0","5","0","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197004",1
"3440",1971,"s","1","",8,2,"1","",60,6,6,7,"","10","8","8","4","4","-4","6","6","10","8","10","10","8","6","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197104",0
"3441",1975,"rl","4","",10,2,"2","",70,8,9,7,"","10","10","10","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","10","4","4","10","3","2","0","0","0","6","10","5","2","0","0","0","0","10","10","10","10","0","0","0","-2","-1","197504",1
"3442",1976,"hf","8","academic",10,6,"1","",48,10,10,8,"","9","0","0","10","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197604",0
"3443",1978,"","","",NA,NA,"","",NA,NA,NA,NA,"","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197804",NA
"3444",1979,"jt","4","",10,2,"1","",70,10,10,7,"","","10","10","10","10","10","10","10","10","10","8","-5","-5","10","10","10","10","10","10","10","10","10","10","10","10","2","10","10","10","4","4","0","0","0","0","10","10","10","10","10","10","10","10","10","10","197904",0
"3445",1980,"trb","4","",8,4,"2","",72,2,4,7,"","10","8","8","10","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198004",1
"3446",1983,"cb","7","",8,6,"2","",40,10,10,8,"","10","10","10","","","","","","","8","","","","7","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198304",1
"3447",1984,"","","",NA,NA,"","",NA,NA,NA,NA,"","-6","8","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198404",NA
"3448",1985,"ar","3","",10,1,"1","",25,10,10,7,"","10","10","10","10","10","10","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198504",0
"3449",1986,"ts","8","academic",10,1,"2","",43,10,10,7,"","","10","10","10","10","10","10","10","10","0","10","10","10","0","10","10","5","5","0","0","10","10","10","10","0","0","10","10","","","","","","","","","","","","","","","","","","198604",1
"3450",1987,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198704",NA
"3451",1989,"as","3","",10,2,"1","",14,4,8,3,"","","6","7","10","10","9","2","1","9","10","4","6","8","10","10","8","8","10","10","10","10","9","10","10","10","10","10","10","10","10","8","0","0","0","0","0","9","7","10","8","0","0","0","0","0","198904",0
"3452",1990,"","","",NA,NA,"","",NA,NA,NA,NA,"","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199004",NA
"3453",1991,"ns","6","",10,1,"1","",NA,10,10,7,"","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","","10","10","10","10","10","","10","","","","","","","","","","","10","10","","","10","","10","","","","199104",0
"3454",1993,"am","3","",10,1,"2","",26,10,10,4,"","-1","0","0","10","0","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199304",1
"3455",1996,"cp","3","",10,2,"1","",17,10,10,3,"","8","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199604",0
"3456",1997,"","","",NA,NA,"","",NA,NA,NA,NA,"","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199704",NA
"3457",1999,"","","",NA,NA,"","",NA,NA,NA,NA,"","8","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199904",NA
"3458",2000,"f","6","",10,1,"2","",19,10,10,5,"","","10","10","10","10","0","0","0","0","0","10","10","0","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200004",1
"3459",2001,"sm","6","",10,1,"2","",21,2,10,5,"","8","0","10","4","6","2","1","1","2","10","0","5","7","6","6","0","1","1","10","10","4","0","0","0","5","3","3","6","10","4","1","2","0","1","0","0","-5","1","0","1","1","1","0","0","10","200104",1
"3460",2002,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200204",NA
"3461",2003,"","","",NA,NA,"","",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200304",NA
"3462",2005,"k.o","3","",10,1,"1","",22,10,10,7,"","","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200504",0
"3463",2008,"grandfather","4","",10,3,"2","",70,10,10,4,"","8","10","9","8","10","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200804",1
"3464",2009,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","-10","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200904",NA
"3465",2010,"","","",NA,NA,"","",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201004",NA
"3466",2011,"gk","4","",10,2,"1","",65,9,9,7,"","10","10","10","10","10","10","8","8","8","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201104",0
"3467",2013,"bw","1","",10,2,"2","",53,10,10,4,"","6","10","2","10","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201304",1
"3468",2014,"","","",NA,NA,"","",NA,NA,NA,NA,"","-6","4","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201404",NA
"3469",2015,"","","",NA,NA,"","",NA,NA,NA,NA,"","8","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201504",NA
"3470",2016,"fg","4","",10,3,"1","",55,10,10,7,"","7","4","8","10","6","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201604",0
"3471",2017,"srm","6","",8,3,"1","",47,10,10,5,"","6","10","4","9","4","8","8","8","6","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201704",0
"3472",2019,"bt","3","",10,1,"2","",20,9,10,4,"","4","4","10","8","10","9","8","0","0","0","0","5","3","4","-5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201904",1
"3473",2021,"","","",NA,NA,"","",NA,NA,NA,NA,"","2","8","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202104",NA
"3474",2022,"cb","8","academic",9,2,"1","",67,10,10,7,"","7","9","10","0","0","0","0","0","0","7","0","0","0","10","10","4","8","9","0","0","0","3","7","7","0","0","0","6","2","10","10","0","0","0","0","0","5","0","0","0","0","0","0","0","0","202204",0
"3475",2023,"lb","4","",8,3,"1","",67,8,10,5,"","3","6","10","9","10","7","7","3","0","5","10","4","0","3","8","2","7","10","2","0","0","6","6","7","-3","0","0","4","8","3","6","5","4","6","0","0","2","9","9","7","0","0","6","7","2","202304",0
"3476",2024,"brother","3","",9,2,"2","",22,-4,1,4,"","1","0","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202404",1
"3477",2026,"kd","4","",6,4,"1","",NA,10,10,8,"","","8","10","10","4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202604",0
"3478",2028,"bw","1","parentfig",10,1,"1","",69,10,10,4,"","9","10","6","10","7","10","10","6","10","10","4","4","6","6","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202804",0
"3479",2030,"keely roddy","8","academic",6,2,"1","",35,10,10,8,"","10","5","0","0","0","5","0","0","0","7","0","0","0","3","3","0","0","10","4","4","4","0","0","0","3","3","","10","","","","","","","","","","","","","","","","","","203004",0
"3480",2031,"bb","8","academic",10,6,"1","",45,10,10,7,"","","10","2","8","0","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203104",0
"3481",2033,"bc","8","academic",4,6,"1","",36,10,10,8,"","-10","0","0","0","0","0","8","10","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203304",0
"3482",2034,"km","6","",10,1,"1","",21,9,10,5,"","10","7","4","8","5","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203404",0
"3483",2035,"ss","6","",10,1,"1","",18,5,8,4,"","","8","8","4","4","7","4","4","8","8","4","4","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203504",0
"3484",2036,"ac","3","",10,1,"1","",22,7,8,7,"","","4","4","10","10","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203604",0
"3485",2037,"ss","10","othr_adults",10,2,"1","",48,10,10,7,"","","10","10","0","0","0","0","0","0","4","0","0","0","2","8","0","0","0","0","10","10","0","0","0","0","2","-2","-3","2","2","1","2","10","10","10","-1","0","0","0","1","4","6","1","6","-1","203704",0
"3486",2038,"","","",NA,NA,"","",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203804",NA
"3487",2039,"kc","3","",4,3,"1","",25,3,3,3,"","10","10","6","4","2","5","5","-4","8","6","9","10","10","10","0","6","10","8","10","7","7","10","4","4","-4","5","0","3","4","4","4","4","4","0","7","-4","8","10","9","-1","-8","0","9","0","0","203904",0
"3488",2041,"lv","8","academic",10,3,"1","",37,9,10,7,"","4","4","8","3","6","5","10","-1","-2","-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204104",0
"3489",2043,"jd","1","",10,1,"1","",40,10,10,6,"","7","10","-1","4","7","6","9","10","-10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204304",0
"3490",2044,"","","",NA,NA,"","",NA,NA,NA,NA,"","5","10","-3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204404",NA
"3491",2045,"gr","4","",10,NA,"","",NA,10,10,6,"","4","10","6","10","4","10","6","8","10","5","5","10","10","6","10","9","6","8","6","10","10","10","-1","10","8","0","-1","0","10","3","10","2","4","3","-1","6","10","3","10","9","3","4","2","2","5","204504",NA
"3492",2047,"mc","5","sigother",5,2,"2","",21,10,10,5,"","-6","5","3","-1","1","-10","0","0","0","10","0","0","0","10","10","0","0","0","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","204704",1
"3493",2048,"","","",NA,NA,"","",NA,NA,NA,NA,"","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204804",NA
"3494",2049,"lw","6","",10,1,"1","",18,10,10,4,"","","10","10","7","0","4","10","10","10","7","8","5","2","10","7","4","0","2","0","7","10","4","0","0","0","4","10","10","10","10","10","3","10","2","2","2","10","10","8","0","10","0","0","0","10","204904",0
"3495",2051,"mh","6","",10,1,"2","",19,4,6,5,"","","8","6","2","6","9","8","10","10","4","2","6","6","2","0","0","0","0","4","0","1","0","0","3","7","0","0","1","3","0","0","0","0","0","0","1","0","6","5","0","0","1","0","0","0","205104",1
"3496",2052,"","","",NA,NA,"","",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205204",NA
"3497",2053,"","","",NA,NA,"","",NA,NA,NA,NA,"","8","7","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205304",NA
"3498",2054,"","","",NA,NA,"","",NA,NA,NA,NA,"","-2","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205404",NA
"3499",2055,"m.m","8","academic",10,1,"1","",NA,10,10,7,"","10","3","3","0","0","8","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205504",0
"3500",2059,"am","8","academic",8,2,"1","",50,10,10,8,"","2","0","10","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205904",0
"3501",2061,"","","",NA,NA,"","",NA,NA,NA,NA,"","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206104",NA
"3502",2064,"","","",NA,NA,"","",NA,NA,NA,NA,"","10","10","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206404",NA
