"","egoID","Q94_1","Q94_2","Q94_3","Q94_4","Q94_5","Q94_6","Q96_1","Q96_2","Q96_3","Q96_4","Q96_5","Q96_6","Q98_1","Q98_2","Q98_3","Q98_4","Q98_5","Q98_6","Q100_1","Q100_2","Q100_3","Q100_4","Q100_5","Q100_6","Q102_1","Q102_2","Q102_3","Q102_4","ego.careerval","ego.acadval","ego.gender","ego.race","ego.workhours","ego.studentorg","ego.belong","ego.age","ego.year","ext_reg","int_toknow","ext_iden","int_stim","amotiv","int_accomp","ext_intro","ego.genderbi","ego.racetri","mean.clo","mean.comm","mean.careerval","mean.acadval","mean.edu","alt.edudiverse","alt.type","alt.age","alt.agesd","alt.female","alt.male","alt.genratio"
"590",2049,1,4,5,3,1,1,5,4,5,5,3,2,5,5,5,5,4,3,1,4,5,4,5,5,3,1,5,5,10,10,1,2,NA,3,4,4,1,3.5,4.75,4.75,3,1.25,3.75,5,0,2,9.8,1.9,9.1,8.8,4.2,4,3,34.7,27.1827150961783,2,8,0.25
"591",2051,4,4,4,4,4,3,3,4,3,4,3,5,3,2,4,3,4,3,3,3,4,5,4,1,3,4,3,3,10,6,2,1,0,3,2,6,2,4.25,3.5,3.25,3.25,4,3,3,1,1,7.7,2.9,6.5,6,5.5,4,4,30.8,15.8310524672942,7,3,2.33333333333333
"592",2052,3,4,4,3,3,3,4,3,4,3,2,3,4,4,4,4,4,2,3,3,4,3,4,4,2,2,3,4,7,8,1,2,0,3,2,5,1,3.25,4,3.75,2.25,2.75,3.25,4,0,2,0,6,0,0,10,1,2,0,NA,0,0,NA
"593",2053,1,4,5,2,2,1,1,1,1,4,1,1,1,2,3,3,1,1,1,1,2,1,3,2,1,1,1,1,7,7,1,1,8,1,3,5,1,1.5,2.75,3,1.25,1.25,1,1.5,0,1,10,1.66666666666667,4.66666666666667,6,6,2,4,38.3333333333333,15.0443787951957,1,2,0.5
"594",2054,1,5,5,2,3,5,5,4,5,5,5,4,4,5,5,4,4,4,3,3,5,5,3,3,4,3,3,5,10,10,2,2,0,3,3,5,1,3.75,4.25,4.25,3.75,3.25,3.75,5,1,2,8,2.66666666666667,7,7,5.66666666666667,2,3,48.3333333333333,14.4683562761405,1,2,0.5
"595",2055,3,1,4,2,1,2,4,5,2,4,1,1,1,1,5,2,4,1,1,2,4,5,2,3,1,1,2,4,10,7,2,2,0,1,5,4,1,4.5,1.75,3.75,1.25,1,1.75,3.25,1,2,9.4,1.2,10,9.6,7.2,2,3,48.5,4.94974746830583,1,4,0.25
"596",2059,4,3,5,1,1,4,3,5,2,5,1,1,3,3,5,4,4,2,1,1,4,5,5,5,1,1,3,4,10,7,2,5,0,2,4,4,1,4.75,3.5,4.75,1.25,1,2.75,3.5,1,3,9.25,2.25,10,9,6.75,3,3,45.75,4.42530601578392,2,2,1
"597",2061,1,3,5,2,1,4,5,5,3,5,1,1,2,5,5,2,4,1,1,4,5,5,3,3,2,1,3,5,10,10,1,1,0,1,4,4,1,4,2.75,4.25,1.5,1,3.25,5,0,1,9.33333333333333,1.66666666666667,6.33333333333333,6,5,3,3,32.6666666666667,12.7410099024109,1,2,0.5
"598",2064,4,3,5,4,2,2,3,5,2,5,2,3,2,2,3,2,4,2,1,2,2,4,2,4,1,1,4,3,8,8,1,1,10,1,5,7,3,4,2.25,4.5,2.25,1.75,2.5,2.5,0,1,10,1.33333333333333,10,10,7,1,3,20.6666666666667,0.577350269189626,0,3,0
"599",2080,4,5,5,5,1,5,5,5,5,5,2,1,5,5,5,5,4,2,1,5,5,5,5,5,4,1,5,5,10,10,1,2,NA,3,3,5,2,4.75,5,4.75,3.25,1,5,5,0,2,9,1.83333333333333,10,10,5.66666666666667,5,3,48.6666666666667,16.4276190200122,1,5,0.2
"600",2081,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,10,10,1,2,40,1,4,5,3,5,5,5,5,1.5,5,5,0,2,10,1,10,10,5.5,2,2,42.5,0.707106781186548,1,1,1
"601",2082,2,1,5,2,1,3,5,5,3,4,2,1,2,4,3,1,1,1,1,1,4,3,3,2,1,1,3,4,8,8,1,1,31,1,5,5,2,3.25,2,3,1.5,1,2.25,4.25,0,1,8.14285714285714,1.42857142857143,6.71428571428571,6.85714285714286,6.14285714285714,2,4,25.8571428571429,12.1164980010531,1,6,0.166666666666667
"602",2084,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,10,10,1,1,0,1,5,6,3,5,5,5,5,1,5,5,0,1,10,1,10,10,6,2,3,43,11.0090871556183,1,5,0.2
"603",2085,4,5,5,4,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,10,10,1,8,0,2,3,4,1,4.75,5,5,4.75,1,5,5,0,3,8.75,4.75,8.75,10,8,1,4,51,6,0,4,0
"604",2086,5,3,5,3,2,4,3,5,3,5,3,4,3,4,5,3,5,2,2,4,3,5,4,5,4,2,3,3,10,10,1,1,15,1,5,4,1,5,3.25,5,3,2.5,3.5,3.25,0,1,9.5,2.75,9,10,6.75,3,3,46,10.9848380355227,1,3,0.333333333333333
"605",2087,3,3,4,2,2,3,4,5,2,5,1,1,4,4,5,3,4,1,1,3,4,5,5,4,1,1,3,4,10,10,1,1,10,1,4,7,3,4.5,3.25,4.25,1.25,1.25,3.25,4,0,1,10,1.5,10,9.33333333333333,4.5,2,3,46.75,2.75378527364305,2,2,1
"606",2088,4,4,4,4,1,4,5,5,5,5,5,1,4,4,4,4,4,4,1,5,5,5,5,5,5,1,5,5,10,10,2,2,25,3,3,6,2,4.5,4.5,4.5,4.5,1,4.5,4.75,1,2,9.16666666666667,2.66666666666667,8.4,8,5.83333333333333,3,5,31,14.0854534893272,2,4,0.5
"607",2089,1,3,4,4,1,3,3,4,2,5,4,4,4,3,4,4,4,4,4,4,5,3,5,3,5,4,3,2,10,10,1,1,8,1,5,4,1,3,3.5,4,4.25,3.25,3.5,3.25,0,1,9.7,3.7,9.9,10,6.9,3,5,43.6666666666667,16.7928556237467,3,7,0.428571428571429
"608",2090,3,4,5,3,1,4,4,5,3,5,2,1,4,4,5,4,5,3,1,4,4,4,5,4,3,1,4,5,10,10,1,1,25,2,5,4,1,4.25,4,4.75,2.75,1,4,4.25,0,1,9.4,1.8,9.1,7.7,3.9,3,5,35.3,17.4613859701915,3,7,0.428571428571429
"609",2092,2,3,5,2,1,2,5,4,4,5,2,1,5,5,4,4,4,1,1,4,4,4,3,4,3,1,4,5,9,8,1,1,12,3,5,3,1,3.5,3.5,4.5,2,1,3.75,4.75,0,1,7.8,2.8,8.8,8,6.5,5,3,52.6,14.7738507731284,3,7,0.428571428571429
"610",2093,4,5,4,2,2,4,4,4,4,3,2,1,3,5,5,4,3,2,1,3,5,3,4,3,3,2,4,5,6,8,3,1,5,3,3,4,1,4,4.25,3.25,2.25,1.5,3.5,4.75,NA,1,7,2.5,8,7,7,1,2,41,1.4142135623731,1,1,1
"611",2094,3,3,3,3,3,3,4,3,3,3,2,3,3,4,3,2,3,4,2,3,3,2,4,3,2,3,3,2,0,1,1,2,NA,3,5,4,1,2.75,3,3,2.75,2.75,3,3.25,0,2,6.9,3.3,7.8,6.9,5,4,4,38.3333333333333,16.8226038412607,3,7,0.428571428571429
"612",2095,4,2,5,2,5,1,4,5,2,4,3,5,1,2,4,4,3,2,2,3,3,4,4,2,2,1,2,1,10,7,2,1,0,3,2,4,1,4.25,3,3.5,2.25,3.25,1.75,2.5,1,1,7.66666666666667,3,8.66666666666667,7.33333333333333,4.33333333333333,2,3,519,678.822509939086,2,1,2
"613",2096,5,2,5,2,3,3,5,5,3,5,1,2,3,5,5,2,5,1,1,5,5,5,2,1,1,2,5,5,10,10,1,1,25,3,2,4,2,5,2.25,4,1.25,2,4,5,0,1,10,1.66666666666667,7.66666666666667,4.66666666666667,4.66666666666667,2,3,36.3333333333333,15.0443787951957,1,2,0.5
"614",2097,5,4,5,3,1,4,4,5,4,5,2,1,4,4,5,4,5,3,1,3,4,5,5,5,2,1,2,5,10,10,1,1,0,3,5,4,1,5,4.25,5,2.5,1,3.25,4.25,0,1,10,1.6,10,10,5.2,5,5,42.125,19.2237762010634,5,5,1
"615",2098,4,3,5,3,1,4,5,5,4,5,1,1,4,3,5,4,4,2,1,4,4,5,4,5,4,1,5,5,10,10,1,2,0,3,5,5,2,4.75,3.75,4.75,2.5,1,4.25,4.25,0,2,9.85714285714286,2,7.57142857142857,6.14285714285714,5.85714285714286,4,5,44.5714285714286,15.5119001936915,2,5,0.4
"616",2099,3,2,5,1,1,5,5,5,4,5,2,1,5,4,4,3,5,2,1,4,4,5,3,4,1,1,5,5,10,10,1,2,0,1,5,5,2,4.25,3,4.75,1.5,1,4.75,4.5,0,2,10,1,10,10,5,5,4,39.4,22.0975111720755,2,3,0.666666666666667
"617",2100,2,5,5,3,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,5,5,5,2,1,5,5,10,10,1,9,0,1,4,4,1,4.25,5,5,1.75,1,5,5,0,3,9.4,6,8.4,9.6,10,1,2,NA,NA,3,2,1.5
"618",2101,3,3,2,4,4,4,4,3,2,3,3,5,3,5,4,4,3,4,5,4,2,5,2,3,2,3,4,3,10,4,2,1,28,2,5,5,2,3.75,2.75,2.75,3.25,4.25,3.75,3.5,1,1,8.2,2.6,8.7,6.6,4,3,4,31,12.1140414395857,6,4,1.5
"619",2102,5,3,4,2,1,2,3,5,3,5,1,1,2,4,5,3,3,1,1,3,4,5,3,4,2,1,2,3,10,8,1,1,6,3,3,6,3,5,3,4,1.5,1,2.25,3.5,0,1,9.5,1.75,8.25,7,5.75,3,4,55.25,25.5130685466619,2,2,1
"620",2104,3,5,5,2,1,5,5,4,5,5,2,1,4,5,5,5,4,3,1,5,5,3,5,5,3,1,5,5,9,9,1,1,0,3,4,8,1,3.75,5,4.75,2.5,1,4.75,5,0,1,6,2.66666666666667,7.66666666666667,7.66666666666667,6.66666666666667,3,3,50.3333333333333,13.4288247189891,1,2,0.5
"621",2105,5,4,5,3,1,4,5,5,4,5,3,1,5,5,5,5,5,4,1,4,5,5,4,5,5,1,5,5,10,10,2,2,0,3,4,4,1,5,4.25,5,3.75,1,4.5,5,1,2,5.66666666666667,5.33333333333333,8.33333333333333,7.66666666666667,7.33333333333333,2,2,35,5,3,0,Inf
"622",2106,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,1,2,30,3,5,5,2,5,5,5,5,5,5,5,0,2,8.16666666666667,2.83333333333333,8,8.16666666666667,6.2,3,5,113.666666666667,173.090342499709,1,5,0.2
"623",2108,5,1,3,3,4,1,5,5,1,4,1,3,2,3,4,1,4,1,3,1,5,5,1,4,1,3,1,5,10,8,1,1,0,3,2,4,1,4.75,1,3.75,1.5,3.25,1.25,4.5,0,1,9.25,2,8,8.75,6.5,2,5,30.5,20.0249843945008,1,3,0.333333333333333
"624",2110,4,4,5,2,1,4,5,5,4,5,3,1,4,5,5,5,4,2,1,5,3,4,4,4,3,1,5,4,8,10,1,1,25,1,4,4,1,4.5,4.25,4.5,2.5,1,4.5,4.25,0,1,10,1,5.66666666666667,6.33333333333333,6.33333333333333,2,3,34.5,21.920310216783,1,2,0.5
"625",2111,2,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,10,10,2,1,0,2,5,5,1,4.25,5,5,5,3.25,3.5,5,1,1,9.7,1.3,8.7,8.3,4.2,3,4,28.4,15.4646550415958,3,7,0.428571428571429
"626",2112,5,3,5,1,2,1,5,5,1,5,1,4,1,4,5,1,5,1,1,5,5,5,4,1,1,2,2,5,10,9,1,1,12,2,3,4,1,5,2.25,4,1,2.25,2.25,4.75,0,1,10,1,8.5,7.5,5.75,4,4,31.5,16.1761140780679,2,2,1
"627",2116,4,2,5,1,1,1,4,4,1,4,1,1,1,1,5,1,4,1,1,1,1,5,1,1,1,2,1,1,10,10,1,1,28,1,3,4,1,4.5,1.25,3.5,1,1.25,1,1.75,0,1,10,1.33333333333333,9.33333333333333,9,5,2,4,35,29.4448637286709,1,2,0.5
"628",2117,2,3,5,3,1,3,3,5,3,4,1,1,3,2,2,3,4,1,1,2,2,4,3,3,2,1,3,3,9,7,2,1,15,2,4,5,1,3.25,3,4,1.75,1,2.75,2.5,1,1,9,1.4,8.6,8.6,5.4,2,4,22.8,10.1833196944808,3,2,1.5
"629",2119,5,3,5,1,1,2,2,5,2,5,1,1,3,5,5,2,5,1,1,5,2,5,2,3,1,1,2,3,10,10,1,1,20,3,3,4,1,5,2.25,4.5,1,1,3,3,0,1,9.125,2.75,8.625,8.625,6.75,4,5,46.5,16.5010822155916,2,6,0.333333333333333
"630",2120,4,5,5,1,1,1,2,5,3,5,1,1,1,1,4,5,5,1,1,1,1,5,5,5,1,1,1,3,10,10,1,1,20,1,5,4,1,4.5,4.5,5,1,1,1,1.75,0,1,8.6,2,8.7,8.2,5.7,4,6,30.2,14.0538646325881,4,6,0.666666666666667
"631",2121,4,3,4,2,1,2,4,5,3,5,2,1,4,3,5,3,4,2,1,3,3,4,3,4,2,1,3,3,7,9,1,1,0,1,3,5,1,4.5,3,4.25,2,1,3,3.25,0,1,9,2.625,7.75,8.5,6.625,3,5,34,17.0293863659264,2,6,0.333333333333333
"632",2122,2,3,5,1,1,3,5,4,4,5,2,1,2,3,4,4,5,1,1,2,5,5,4,5,2,1,3,5,10,10,1,1,30,3,5,4,1,3.75,3.75,5,1.5,1,2.5,4.5,0,1,10,2.6,10,10,6.6,4,4,33.3,14.5910931735768,2,8,0.25
"633",2123,1,4,4,1,1,4,4,4,3,4,2,1,3,4,4,3,4,1,1,3,4,4,4,3,1,1,4,4,9,9,1,1,15,2,4,4,1,3.25,3.5,3.75,1.25,1,3.5,4,0,1,9.4,2.3,8.3,8.2,6.7,4,5,34.6,13.1504119073637,3,7,0.428571428571429
"634",2124,5,5,5,3,1,5,5,5,5,5,2,1,5,5,5,5,5,5,1,5,5,5,5,5,3,1,5,5,10,10,1,1,20,1,4,6,2,5,5,5,3.25,1,5,5,0,1,10,1.66666666666667,10,10,7,3,3,43.3333333333333,20.2319878739914,1,2,0.5
"635",2125,1,1,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,1,1,0,1,4,4,1,1,1.25,1.75,1.5,1,1,1,0,1,10,1.7,10,9.8,5.9,4,6,31.1,15.5452743801953,3,7,0.428571428571429
"636",2126,5,3,5,3,1,3,4,5,4,5,3,1,3,3,3,3,4,3,1,3,3,4,4,3,2,1,3,3,10,8,1,1,33,2,4,4,1,4.25,3.5,4.25,2.75,1,3,3.25,0,1,9.2,1.6,8.6,9,4.8,2,5,30.5,13.8684293751431,2,3,0.666666666666667
"637",2128,4,4,4,4,1,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,3,1,5,5,10,10,2,2,48,1,4,4,1,NA,NA,NA,NA,2,NA,NA,1,2,9.9,2.1,10,10,5.8,5,3,52.2,19.0601387426453,5,5,1
"638",2130,5,1,5,2,1,5,5,5,2,5,2,1,5,5,5,4,4,1,1,5,5,5,3,5,2,1,5,5,10,10,1,1,4,1,5,4,1,5,2.5,4.75,1.75,1,5,5,0,1,9.5,2.5,5.9,5.6,5.5,6,4,36.3333333333333,20.5608851949521,4,6,0.666666666666667
"639",2131,4,3,4,3,1,3,4,5,3,5,2,1,4,4,5,3,4,2,1,4,5,5,3,3,2,1,3,5,9,9,1,1,30,3,5,5,2,4.75,3,4,2.25,1,3.5,4.5,0,1,9.6,1.6,7.6,7.4,5.2,4,5,35.8,17.079227148791,2,3,0.666666666666667
"640",2133,1,2,5,3,1,4,1,5,5,5,1,1,5,5,5,4,5,2,1,5,5,5,5,5,1,1,5,5,6,6,1,2,0,3,4,4,1,4,4,5,1.75,1,4.75,4,0,2,10,1.66666666666667,6.66666666666667,5.33333333333333,4.5,2,4,42.6666666666667,12.3881663964715,1,5,0.2
"641",2134,5,4,5,4,1,3,5,4,4,5,2,1,4,3,4,4,4,1,1,4,4,4,4,4,1,1,3,4,10,10,1,1,0,1,5,6,3,4.25,4,4.5,2,1,3.5,4,0,1,10,1.9,8.1,8.2,6.2,5,5,42,23.5277613800284,5,5,1
"642",2135,4,5,5,1,1,4,5,5,3,2,2,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,4,5,10,10,1,1,0,1,5,4,1,4.75,4.5,4.25,3.25,1,4.5,5,0,1,9.6,3.2,10,9.5,6.7,4,5,45,19.2469333776694,3,7,0.428571428571429
"643",2139,5,4,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,2,1,5,5,5,5,5,5,1,5,5,10,10,1,2,0,3,3,4,1,5,4.75,5,4.25,1,5,5,0,2,7.8,1.6,9.2,8.4,6,3,4,33.2,13.9713993572584,1,4,0.25
"644",2140,2,4,4,3,1,1,3,4,2,3,1,1,4,3,3,3,2,1,1,4,4,3,4,3,1,1,3,3,10,10,1,1,23,3,3,4,1,3,3.25,3,1.5,1,3,3.25,0,1,9.5,3.1,8.3,8.8,5.9,5,5,42.6,20.3644570541694,6,4,1.5
"645",2141,5,2,5,2,1,2,3,5,2,5,1,1,3,3,5,4,3,1,1,2,4,5,3,5,1,1,3,4,10,8,2,1,0,3,5,4,1,5,2.75,4.5,1.25,1,2.5,3.5,1,1,9.7,2.6,9.5,9.3,6.8,3,4,49.2,20.7192878470494,4,6,0.666666666666667
"646",2143,4,5,5,3,1,2,2,5,2,5,1,1,2,1,3,3,5,1,1,2,1,5,4,4,1,1,2,2,9,8,1,1,0,1,4,5,1,4.25,3.5,4.75,1.5,1,2,1.5,0,1,8.3,2.1,6.2,6.4,5.4,6,5,36.8,24.9301245707099,4,6,0.666666666666667
"647",2144,4,4,5,3,1,4,5,4,4,4,2,1,3,4,5,5,5,3,1,4,4,4,4,5,4,1,4,4,10,10,1,1,7,1,4,4,1,4.25,4.25,4.75,3,1,3.75,4.25,0,1,8.71428571428571,2.57142857142857,9.42857142857143,7.42857142857143,5.42857142857143,4,4,36.2857142857143,20.0558743324268,2,5,0.4
"648",2145,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,7,1,1,22,1,4,4,1,4,4,4,4,4,4,4,0,1,9.8,1.9,9.8,10,5.5,5,4,33,18.1842422626478,0,10,0
"649",2146,2,3,5,1,1,5,5,5,2,5,1,1,5,5,5,2,5,1,1,5,5,5,4,5,1,1,5,5,10,10,1,2,24,2,5,4,1,4.25,2.75,5,1,1,5,5,0,2,9.25,2,10,10,6.25,2,2,41.25,1.25830573921179,2,2,1
"650",2147,5,4,5,4,1,4,5,5,5,5,3,1,5,4,5,5,5,3,1,5,4,5,5,5,2,1,5,5,10,10,1,8,0,1,5,5,2,5,4.75,5,3,1,4.75,4.5,0,3,9.6,1.2,10,10,5.4,2,3,28.6,12.7003936946852,3,2,1.5
"651",2148,5,3,5,1,1,3,4,5,2,5,1,1,5,2,5,3,5,1,1,2,5,5,2,5,1,1,2,2,10,10,1,1,0,1,4,4,1,5,2.5,5,1,1,3,3.25,0,1,8.4,3.8,8.4,8.2,7.2,4,4,56.4,11.674759098157,1,4,0.25
"652",2149,4,2,3,1,1,1,4,4,2,4,2,1,4,4,5,3,4,2,1,2,4,4,3,4,3,1,3,4,8,6,1,1,15,3,4,4,1,4.25,2.5,3.75,2,1,2.5,4,0,1,7,5,6.2,9.6,6.6,3,3,52.2,15.1558569536665,2,3,0.666666666666667
"653",2151,3,2,2,1,3,2,4,3,2,1,1,1,3,2,4,4,4,2,2,4,5,5,3,1,1,3,2,4,8,5,1,1,8,2,3,4,1,3.75,2.75,2,1.25,2.25,2.75,3.75,0,1,6.14285714285714,1.71428571428571,6.85714285714286,5.85714285714286,6.85714285714286,5,5,40.4285714285714,15.0759979532273,1,6,0.166666666666667
"654",2152,4,5,5,4,1,5,5,5,5,5,4,1,5,5,5,5,5,4,1,5,5,4,5,5,4,1,5,5,7,6,1,1,0,3,4,4,1,4.5,5,5,4,1,5,5,0,1,8.9,2.8,7.3,6,5.4,6,6,135,304.014254051791,5,5,1
"655",2153,1,4,5,3,1,4,5,5,5,5,5,1,5,5,5,5,5,5,1,4,4,4,4,4,3,2,4,5,10,10,1,2,0,3,4,4,1,3.75,4.5,4.75,4,1.25,4.25,4.75,0,2,10,1.9,10,10,4.8,4,5,30.2,20.584784024452,3,7,0.428571428571429
"656",2155,4,3,5,2,1,4,4,5,3,5,3,1,4,4,4,2,2,2,1,4,4,4,3,4,3,1,1,4,10,10,1,1,8,1,4,4,1,4.25,2.75,4,2.5,1,3.25,4,0,1,9.3,1.7,9.1,9.4,5.4,6,5,31.3,20.9552433109764,3,7,0.428571428571429
"657",2156,3,2,4,2,2,4,5,4,2,4,1,2,4,5,5,2,5,1,1,4,4,4,2,4,1,1,5,5,8,7,1,2,12,3,3,4,1,4,2,4.25,1.25,1.5,4.25,4.75,0,2,8.33333333333333,3,8,7.66666666666667,6.33333333333333,3,3,46.3333333333333,14.0118997046558,0,3,0
"658",2158,3,3,5,3,2,2,3,5,2,5,2,2,4,5,5,5,3,2,2,4,3,2,4,2,1,2,4,3,10,10,1,2,0,3,2,4,1,3.75,3.5,3.75,2,2,3.5,3.5,0,2,10,3.1,10,10,6.4,3,3,240.5,400.062564551541,4,6,0.666666666666667
"659",2159,2,3,4,2,1,2,2,3,3,4,2,1,2,4,3,3,4,2,1,3,2,3,4,3,2,1,2,2,8,8,2,1,18,1,4,5,3,2.75,3.25,3.75,2,1,2.25,2.5,1,1,8.375,2.375,7.375,7.125,6.375,3,6,37.5,19.9356106359592,4,3,1.33333333333333
"660",2160,2,4,5,4,1,3,3,5,4,5,4,1,4,4,5,5,5,4,1,4,4,4,4,5,3,1,4,5,9,9,1,2,14,2,4,4,1,4,4.25,5,3.75,1,3.75,4,0,2,6,3.28571428571429,9.28571428571429,9.28571428571429,7,4,4,31.7142857142857,17.7455561170892,1,6,0.166666666666667
"661",2161,5,5,5,3,4,3,5,5,5,5,4,5,5,5,5,5,5,4,3,5,4,5,5,4,2,3,4,3,7,10,1,1,20,3,3,4,1,5,5,4.75,3.25,3.75,4.25,4.25,0,1,8.75,1.5,7.5,6.33333333333333,5.75,3,4,40.75,17.5760253375633,2,2,1
"662",2162,4,2,5,3,2,3,4,5,4,5,1,2,4,5,5,3,4,3,1,4,5,5,4,5,3,1,4,5,10,10,2,8,15,3,4,4,1,4.75,3.25,4.75,2.5,1.5,3.75,4.75,1,3,9.5,1.25,10,9.25,3,4,4,35.75,15.283433296656,2,2,1
"663",2163,2,4,5,1,1,1,3,5,2,5,1,1,2,1,5,5,5,1,1,1,4,1,5,5,5,1,3,4,10,6,2,1,0,2,5,4,1,3.25,4,5,2,1,1.75,3,1,1,10,1.33333333333333,9.33333333333333,3.66666666666667,6.66666666666667,2,3,40,19.0525588832576,1,2,0.5
"664",2165,4,2,5,1,1,3,3,5,2,5,2,1,2,4,5,2,4,2,1,4,3,5,3,5,2,1,4,4,10,10,1,1,8,3,4,4,1,4.75,2.25,4.75,1.75,1,3.25,3.5,0,1,10,2,7.5,8.5,6,2,3,54,12.7279220613579,0,2,0
"665",2167,3,4,5,4,2,3,4,4,3,5,3,2,3,3,4,4,3,4,2,4,5,4,4,3,2,3,4,3,10,10,1,1,0,1,5,4,1,3.75,3.75,4,3.25,2.25,3.5,3.75,0,1,9.9,1.8,9.9,9.8,5.8,4,4,26.6,12.112436217009,4,6,0.666666666666667
"666",2168,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,1,8,8,1,5,8,3,3,3,3,3,3,3,3,0,3,7.5,1.3,7.5,8.1,6.2,5,4,27.4,12.375603240067,4,6,0.666666666666667
"667",2169,4,2,2,1,5,1,4,3,1,2,1,5,1,2,4,1,2,1,5,1,4,3,2,1,1,5,1,3,6,7,1,1,20,3,2,5,2,3.5,1.5,1.75,1,5,1,3.25,0,1,8,1.66666666666667,4.66666666666667,5.33333333333333,4.66666666666667,2,3,24.3333333333333,9.23760430703401,0,2,0
"668",2170,3,4,5,5,1,5,5,5,5,5,3,1,5,5,5,5,5,3,1,5,5,5,5,5,4,1,4,5,10,10,1,2,0,3,3,4,1,4.5,4.75,5,3.75,1,4.75,5,0,2,7.75,2.5,9.75,8,5.5,4,4,46.75,20.758532382292,2,2,1
"669",2172,5,5,5,4,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,10,10,1,1,20,3,3,6,3,5,5,5,4.75,1,5,5,0,1,8.33333333333333,1,7.66666666666667,7.66666666666667,6,2,3,40.3333333333333,18.5022521151706,2,1,2
"670",2173,5,4,5,5,1,4,5,5,5,5,4,1,5,4,5,5,5,3,1,4,5,5,5,5,3,1,4,5,9,10,1,1,2,1,5,5,1,5,4.75,5,3.75,1,4.25,4.75,0,1,9.2,1.2,9.75,8.8,6.8,3,3,34.4,21.1612854051922,1,4,0.25
"671",2174,3,3,4,2,1,1,2,4,2,4,1,1,2,2,4,2,3,2,1,2,3,4,3,3,1,1,2,2,10,6,2,2,0,3,3,4,1,3.75,2.5,3.5,1.5,1,1.75,2.25,1,2,8.83333333333333,2.16666666666667,9.33333333333333,6.83333333333333,5.33333333333333,4,2,49,15.4012986465428,4,2,2
"672",2175,4,4,4,4,2,4,3,4,3,4,3,1,3,3,3,3,3,3,1,3,3,3,3,3,2,1,3,3,10,8,1,1,32,1,3,6,2,3.5,3.25,3.5,3,1.25,3.25,3,0,1,7.5,1.75,10,10,5.25,2,3,26.75,14.1745076340121,0,4,0
"673",2176,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,5,5,5,5,5,2,5,5,10,10,1,1,12,1,5,5,2,5,5,5,4.25,3.25,5,5,0,1,8.4,2,9.7,8.8,6.8,4,3,39.1,18.3633088279621,3,7,0.428571428571429
"674",2177,3,1,4,1,2,2,2,5,1,5,1,1,3,1,5,1,3,1,1,2,1,5,2,4,1,1,1,2,10,8,1,1,20,1,2,4,2,4.5,1.25,4,1,1.25,2,1.5,0,1,9.5,1,10,7,4.5,2,3,37,25.4558441227157,0,2,0
"675",2179,3,5,5,4,1,5,2,2,3,3,4,1,3,2,4,5,3,2,1,3,2,2,4,3,4,1,3,3,4,10,2,1,10,1,4,5,1,2.75,4.25,3.5,3.5,1,3.5,2.25,1,1,8.14285714285714,2,5.85714285714286,6.42857142857143,6.85714285714286,3,4,33.1428571428571,14.8596609587677,4,3,1.33333333333333
"676",2180,1,3,5,1,1,2,5,5,2,5,1,1,2,3,3,3,5,1,1,3,5,5,2,2,1,1,3,5,9,10,1,1,0,1,4,4,1,3.5,2.5,4.25,1,1,2.5,4.5,0,1,8.625,3.125,8.125,8.75,6.125,4,5,38.25,10.0392088475992,3,5,0.6
"677",2182,1,5,5,3,1,5,5,5,5,5,4,1,3,5,5,5,5,3,1,3,5,5,5,5,5,1,5,5,6,10,1,2,20,1,5,5,2,4,5,5,3.75,1,4,5,0,2,6.66666666666667,1.33333333333333,6.66666666666667,9,5,1,3,19,0,1,2,0.5
"678",2185,3,4,5,3,1,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,1,4,4,8,9,1,1,24,3,4,4,1,3.5,3.75,4,3,2.25,3.25,3.75,0,1,7.25,2,8,8,6.5,2,3,47.25,17.5570498660794,1,3,0.333333333333333
