"","egoID","Q94_1","Q94_2","Q94_3","Q94_4","Q94_5","Q94_6","Q96_1","Q96_2","Q96_3","Q96_4","Q96_5","Q96_6","Q98_1","Q98_2","Q98_3","Q98_4","Q98_5","Q98_6","Q100_1","Q100_2","Q100_3","Q100_4","Q100_5","Q100_6","Q102_1","Q102_2","Q102_3","Q102_4","ego.careerval","ego.acadval","ego.gender","ego.race","ego.workhours","ego.studentorg","ego.belong","ego.age","ego.year","ext_reg","int_toknow","ext_iden","int_stim","amotiv","int_accomp","ext_intro","ego.genderbi","ego.racetri","mean.clo","mean.comm","mean.careerval","mean.acadval","mean.edu","alt.edudiverse","alt.type","alt.age","alt.agesd","alt.female","alt.male","alt.genratio","ego.ager","mean.eigen","dens","mean.deg","mean.bet","deg.centr","alter.aca.value.avg","alter.career.value.avg","density","gendersim","agediver","belong_cat"
"169",1313,2,4,4,2,1,4,4,4,4,4,2,1,4,3,4,4,4,1,1,4,3,4,NA,4,1,1,4,4,9,8,2,5,14,1,4,NA,NA,3.5,NA,4,1.5,1,4,3.5,1,3,9.66666666666667,1.33333333333333,6.16666666666667,6.5,5.5,3,4,31.6666666666667,15.0288611234074,2,4,0.5,NA,0.737786006900271,0.733333333333333,3.66666666666667,1.16666666666667,0.0666666666666667,6.5,6.16666666666667,0.733333333333333,0.333333333333333,1.91829583405449,1
"170",1314,4,4,5,3,2,4,4,5,4,5,3,2,4,4,5,5,5,3,1,4,4,5,5,5,3,2,5,5,10,10,1,1,15,1,5,NA,NA,4.75,4.5,5,3,1.75,4.25,4.25,0,1,10,2.1,10,9.7,4.8,4,4,44.8,21.0807969488822,3,7,0.428571428571429,NA,0.988353759967228,1,9,0,0,9.7,10,1,-0.4,2.92192809488736,1
"171",1315,3,4,5,2,1,5,5,4,5,5,3,1,5,3,5,5,5,4,1,5,5,5,5,5,4,1,4,5,9,9,1,1,20,3,5,NA,NA,4.25,4.75,5,3.25,1,4.75,4.5,0,1,10,1,10,9,4.5,2,3,33,21.2132034355964,0,2,0,NA,1,1,1,0,0,9,10,1,-1,1,1
"172",1318,3,4,5,4,1,5,4,5,5,5,2,1,5,4,5,5,4,2,1,5,5,5,5,3,5,1,5,5,10,8,1,2,10,3,5,NA,NA,4.5,4.75,4.25,3.25,1,5,4.5,0,2,9,1.5,10,10,6.5,2,3,43.5,23.3345237791561,0,2,0,NA,1,1,1,0,0,10,10,1,-1,1,1
"173",1322,3,3,5,3,2,3,5,5,3,5,3,2,4,5,5,5,5,3,1,5,5,5,5,5,3,1,4,5,10,10,1,1,16,3,5,NA,NA,4.5,4,5,3,1.5,4,5,0,1,9.8,1.5,9.2,9.1,4.3,3,4,25.5,16.3357626959118,2,8,0.25,NA,0.89618397011889,1,9,0,0,9.1,9.2,1,-0.6,1.5487949406954,1
"174",1323,3,4,4,3,1,3,4,4,4,4,2,1,4,3,4,3,4,3,1,4,3,4,5,2,2,1,3,4,10,10,1,1,24,1,4,NA,NA,3.75,4,3.5,2.5,1,3.5,3.5,0,1,9.5,1.4,8.8,8.7,6.4,4,5,26,10.8934230922455,3,7,0.428571428571429,NA,0.860373950503451,1,9,0.5,0,8.7,8.8,1,-0.4,2.92192809488736,1
"175",1324,4,2,5,2,1,3,4,5,2,5,1,2,4,2,5,2,2,1,1,2,4,5,2,2,1,2,4,5,10,7,2,1,0,1,4,NA,NA,4.75,2,3.5,1.25,1.5,3.25,3.75,1,1,7.7,3,9.1,5.2,6.1,3,4,32.1,11.9112458533009,7,3,2.33333333333333,NA,0.433062644452449,0.238095238095238,1.42857142857143,1.14285714285714,0.261904761904762,6.14285714285714,9.14285714285714,0.238095238095238,-0.142857142857143,2.8073549220576,1
"176",1325,5,2,4,1,3,1,5,5,3,5,3,NA,1,4,5,2,5,1,1,2,3,5,1,3,1,1,1,3,10,10,1,5,0,2,3,NA,NA,5,2,4.25,1.5,NA,1.25,3.75,0,3,10,1.33333333333333,10,10,8.66666666666667,2,3,47,5.29150262212918,1,2,0.5,NA,0.956564615223302,1,2,0,0,10,10,1,-0.333333333333333,1.58496250072116,0
"177",1326,1,2,4,2,1,3,4,3,3,4,1,1,2,4,4,2,3,1,1,4,3,4,1,4,1,1,3,3,10,10,1,1,30,3,5,NA,NA,3,2,3.75,1.25,1,3,3.5,0,1,9.8,2.4,10,9.8,6.6,5,3,46.6666666666667,12.0111059718357,3,7,0.428571428571429,NA,0.818300811325575,0.8,7.2,2.2,0.2,9.8,10,0.8,-0.4,2.58496250072116,1
"178",1328,4,4,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,10,10,1,1,20,3,5,NA,NA,4.75,4.75,5,5,1,5,5,0,1,10,1,10,9.33333333333333,5.83333333333333,3,5,28.5,17.6153342290176,3,3,1,NA,0.934401884990081,1,5,0.166666666666667,0,9.33333333333333,10,1,0,2.25162916738782,1
"179",1329,4,5,5,4,1,5,5,4,4,5,3,1,5,5,4,4,5,3,1,4,5,4,4,4,3,1,5,5,10,10,1,3,20,3,4,NA,NA,4,4.25,4.75,3.25,1,4.75,5,0,3,8,1.33333333333333,10,7.66666666666667,5,3,3,30.6666666666667,11.1504857891185,1,2,0.5,NA,0.849619761027294,1,2,0.333333333333333,0,7.66666666666667,10,1,-0.333333333333333,1.58496250072116,1
"180",1330,4,3,5,4,1,4,5,4,4,5,3,1,5,5,3,4,5,3,1,5,5,4,4,5,3,1,5,5,10,10,1,3,20,3,4,NA,NA,3.75,3.75,5,3.25,1,4.75,5,0,3,8,1.33333333333333,10,7.66666666666667,5,3,3,31,11.3578166916005,1,2,0.5,NA,0.849619761027295,1,2,0.333333333333333,0,7.66666666666667,10,1,-0.333333333333333,1.58496250072116,1
"181",1335,5,5,5,3,1,1,5,5,3,5,1,1,5,5,5,5,5,2,1,5,5,5,5,5,5,1,5,5,10,10,1,NA,0,1,5,NA,NA,5,4.5,5,2.75,1,4,5,0,NA,6.66666666666667,1.66666666666667,10,2,4,2,3,43,16.0934769394311,1,2,0.5,NA,1,1,2,0,0,2,10,1,-0.333333333333333,1.58496250072116,1
"182",1337,5,4,5,1,1,2,5,5,5,5,4,1,5,5,5,5,5,4,1,4,5,5,4,5,4,1,4,5,10,10,2,1,24,2,4,NA,NA,5,4.5,5,3.25,1,3.75,5,1,1,9.5,2.25,10,10,6.25,2,4,38.5,13.8202749610853,1,3,0.333333333333333,NA,0.81188116547708,0.666666666666667,2,0.5,0.333333333333333,10,10,0.666666666666667,0.5,2,1
"183",1338,4,3,5,3,2,5,5,5,3,5,3,2,5,5,5,3,5,2,1,5,5,5,4,5,2,1,5,5,10,10,1,2,20,3,3,NA,NA,4.75,3.25,5,2.5,1.5,5,5,0,2,9.3,2.9,10,10,5.7,5,2,43.7,12.9961532770278,3,7,0.428571428571429,NA,0.957780132300369,0.977777777777778,8.8,0.1,0.0222222222222222,10,10,0.977777777777778,-0.4,3.12192809488736,0
"184",1340,5,3,5,1,1,2,2,4,1,5,1,1,2,1,1,1,3,1,1,1,2,5,1,1,1,1,1,1,9,7,2,1,0,3,3,NA,NA,3.75,1.5,3.5,1,1,1.5,1.5,1,1,10,1.25,8.5,7.75,5.75,3,4,37.25,19.989580619246,3,1,3,NA,0.975320515555864,1,3,0,0,7.75,8.5,1,-0.5,2,0
"185",1343,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,3,1,5,5,10,10,1,1,30,3,4,NA,NA,5,5,5,4.5,1,5,5,0,1,10,3.1,10,10,5.8,4,4,36.3,13.4581656336301,4,6,0.666666666666667,NA,0.511789167095141,0.488888888888889,4.4,4.25,0.288888888888889,10,10,0.488888888888889,-0.2,3.12192809488736,1
"186",1347,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,2,1,15,1,3,NA,NA,3,3,3,3,3,3,3,1,1,8.83333333333333,1.5,6,6.16666666666667,5.66666666666667,3,3,27.5,12.2270192606375,5,1,5,NA,0.707251815237146,0.733333333333333,3.66666666666667,0.805555555555556,0.266666666666667,6.16666666666667,6,0.733333333333333,-0.666666666666667,1.79248125036058,0
"187",1350,4,2,2,2,4,3,4,5,2,5,1,4,2,3,5,2,5,1,2,2,4,5,3,3,1,2,4,4,5,8,1,1,16,3,3,NA,NA,4.75,2.25,3.75,1.25,3,2.75,3.75,0,1,6.5,3.7,7.2,7.9,7.1,3,3,142.1,301.447784312087,3,7,0.428571428571429,NA,0.503081098149724,0.388888888888889,3.11111111111111,4.44444444444444,0.361111111111111,7.88888888888889,7.11111111111111,0.388888888888889,-0.333333333333333,3.16992500144231,0
"188",1351,5,2,5,4,2,1,4,5,2,5,1,2,4,5,4,2,5,1,1,2,5,5,2,5,1,3,2,5,9,10,1,1,15,1,5,NA,NA,4.75,2,5,1.75,2,2.25,4.75,0,1,9.5,1.25,9.25,8.25,5.25,3,3,55.75,15.7559512565887,2,2,1,NA,1,1,3,0,0,8.25,9.25,1,0,2,1
"189",1353,1,1,5,1,1,4,5,5,1,5,1,1,1,5,5,1,5,1,1,5,5,5,5,1,1,1,5,5,10,10,1,1,10,3,4,NA,NA,4,2,4,1,1,3.75,5,0,1,10,1.8,10,10,5.8,5,4,28,17.1318416990118,5,5,1,NA,0.815880578408875,0.755555555555556,6.8,1.1,0.244444444444444,10,10,0.755555555555556,0,2.64160416786859,1
"190",1355,4,4,4,2,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,10,10,1,1,40,3,4,NA,NA,4.75,4.75,4.75,1.25,1,5,5,0,1,10,2.2,10,10,6.2,4,4,44.3333333333333,14.1539158303748,3,2,1.5,NA,0.5,0.333333333333333,1,0,0,10,10,0.333333333333333,0,1.58496250072116,1
"191",1356,4,2,5,1,1,1,2,1,1,5,1,1,1,1,3,1,4,1,1,1,2,3,3,4,1,1,1,1,7,8,3,1,0,3,5,NA,NA,2.75,1.75,4.5,1,1,1,1.5,NA,1,8,2.6,8.6,8.8,6.8,2,4,38.6,14.4152696818339,0,5,0,NA,0.741821069524136,0.9,3.6,0.6,0.1,8.8,8.6,0.9,1,2.32192809488736,1
"192",1358,4,2,4,1,2,3,4,4,3,4,1,2,2,3,3,3,4,1,1,2,3,4,3,1,1,2,2,3,9,10,1,1,23,1,3,NA,NA,3.75,2.75,3.25,1,1.75,2.25,3.25,0,1,8.1,2.8,7.1,7,5.7,5,6,40.9,21.8908910533836,3,7,0.428571428571429,NA,0.704043366254028,0.644444444444444,5.8,3.35,0.244444444444444,7,7.1,0.644444444444444,-0.4,3.32192809488736,0
"193",1359,2,2,5,5,1,1,3,5,2,5,1,1,3,3,3,2,5,1,2,1,4,4,2,3,1,1,2,1,10,6,2,2,30,2,2,NA,NA,3.5,2,4.5,2,1.25,1.75,2.75,1,2,6.75,2.5,8.75,9,6.75,4,3,28.75,11.5289490703475,3,1,3,NA,0.801635183790873,0.833333333333333,2.5,0.5,0.166666666666667,9,8.75,0.833333333333333,-0.5,2,0
"194",1363,5,4,5,3,1,4,5,5,5,5,5,3,5,3,5,5,5,5,1,5,5,5,5,3,4,1,5,5,10,10,1,2,0,3,4,NA,NA,5,4.75,4.5,4.25,1.5,4.75,4.5,0,2,9.5,1,7.75,8,5.5,3,3,25,14,0,4,0,NA,0.93949130612758,1,3,0,0,8,7.75,1,-1,0.811278124459133,1
"195",1364,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,1,2,20,3,4,NA,NA,3,3,3,3,3,3,3,0,2,10,2.88888888888889,10,10,4,1,5,25,7.46659226153404,4,5,0.8,NA,0.568182304299369,0.416666666666667,3.33333333333333,3,0.208333333333333,NA,NA,0.416666666666667,-0.111111111111111,2.41938194564637,1
"196",1366,5,3,5,4,2,5,4,5,4,3,2,3,4,5,5,3,1,3,1,5,4,5,5,4,2,1,3,4,10,8,1,1,10,2,4,NA,NA,5,3.75,3.25,2.75,1.75,4.25,4.25,0,1,4.5,3,6.83333333333333,5.66666666666667,6.66666666666667,4,4,44.6666666666667,6.80685928555405,1,5,0.2,NA,0.596538138724648,0.5,2,2,0.25,5.6,6.2,0.5,-0.6,1.58496250072116,1
"197",1367,1,3,2,2,3,3,2,2,3,3,1,4,3,3,3,3,2,1,2,3,3,2,2,2,2,2,2,3,9,6,2,1,30,3,2,NA,NA,2,2.75,2.25,1.5,2.75,2.75,2.75,1,1,7,2.33333333333333,7.5,7,6.33333333333333,3,4,41.3333333333333,8.93681524183345,3,3,1,NA,0.691858670697927,0.6,3,1.08333333333333,0.4,7,7.5,0.6,0,2.58496250072116,0
"198",1368,5,4,5,3,1,3,4,5,3,5,1,1,5,4,5,3,5,2,1,3,3,5,3,4,2,1,4,4,10,10,1,1,20,1,5,NA,NA,5,3.25,4.75,2,1,3.75,3.75,0,1,9.5,1.75,10,9.25,5.5,4,4,47.25,16.0701586799882,2,2,1,NA,0.804737854124365,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,9,10,0.666666666666667,0.333333333333333,1.58496250072116,1
"199",1370,5,4,5,2,1,3,3,4,4,5,4,1,4,4,5,4,4,3,1,3,4,5,3,4,3,1,4,5,10,8,1,1,21,3,3,NA,NA,4.75,3.75,4.5,3,1,3.5,4,0,1,9,3.2,9.4,9.2,8.2,3,4,44,NA,0,5,0,NA,0.803693767525132,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,9,9.33333333333333,0.666666666666667,-1,0,0
"200",1372,5,3,5,3,1,5,5,5,3,5,2,1,5,5,5,2,5,1,1,5,5,5,4,5,2,1,5,5,10,10,1,1,17,1,5,NA,NA,5,3,5,2,1,5,5,0,1,10,3,10,10,7,3,3,38.3333333333333,7.63762615825973,0,3,0,NA,0.931755012477259,1,2,0,0,10,10,1,-1,1.58496250072116,1
"201",1375,3,3,2,2,4,2,2,4,3,2,1,4,2,3,4,3,2,1,3,2,3,5,2,4,1,3,1,3,9,6,1,NA,0,3,2,NA,NA,4,2.75,2.5,1.25,3.5,1.75,2.75,0,NA,6.8,3.2,9,8.2,7.6,2,4,59.2,3.42052627529741,1,4,0.25,NA,0.800756072562832,0.7,2.8,0.6,0.3,8.2,9,0.7,-0.6,1.92192809488736,0
"202",1379,5,5,5,3,1,5,5,5,5,5,2,1,5,5,5,5,5,2,1,5,5,5,5,5,2,1,5,5,10,10,2,2,0,1,3,NA,NA,5,5,5,2.25,1,5,5,1,2,10,4.4,10,10,7.2,2,3,29.6,2.60768096208106,3,2,1.5,NA,0.999999446391179,0.333333333333333,1,0,0,10,10,0.333333333333333,-0.5,2,0
"203",1380,4,2,4,2,3,1,3,5,2,4,3,3,4,3,5,3,5,3,2,1,1,3,5,5,3,2,4,1,9,4,2,1,25,3,3,NA,NA,4.25,3,4.5,2.75,2.5,2.5,2,1,1,8,1,7.5,9,6.5,2,3,37,26.8700576850888,0,2,0,NA,1,1,1,0,0,9,7.5,1,1,1,0
"204",1382,4,5,5,1,1,3,3,5,4,5,1,1,2,4,5,4,5,1,1,2,3,5,4,5,1,1,2,3,10,8,1,1,0,1,5,NA,NA,4.75,4.25,5,1,1,2.25,3.25,0,1,9.1,3.4,8.6,7,6.8,4,6,40.7,15.4779412929067,6,4,1.5,NA,0.836079504895258,0.888888888888889,8,0.5,0.111111111111111,7,8.6,0.888888888888889,0.2,3.32192809488736,1
"205",1385,3,2,5,1,2,1,1,4,1,5,1,2,1,1,3,1,4,1,2,1,1,2,1,2,1,2,1,1,10,5,1,1,25,3,3,NA,NA,3,1.25,4,1,2,1,1,0,1,9.71428571428571,1.28571428571429,10,6.85714285714286,4.71428571428571,3,5,28.7142857142857,12.3384802645259,3,4,0.75,NA,0.968302518549411,1,6,0,0,6.85714285714286,10,1,-0.142857142857143,2.52164063634332,0
"206",1386,4,3,5,2,2,3,4,4,4,4,2,2,3,4,4,3,4,2,1,2,1,3,2,2,2,1,3,3,8,7,1,1,0,2,5,NA,NA,3.75,3,3.75,2,1.5,2.75,3,0,1,7,4.2,7.4,8.2,7.2,2,4,42.6,8.20365772079747,0,4,0,NA,0.477350098112615,0.3,1.2,0.2,0.2,8.2,7.4,0.3,-0.6,2.32192809488736,1
"207",1387,5,5,5,3,1,5,4,5,5,5,3,1,4,5,5,5,5,4,1,5,5,5,5,5,5,1,5,5,10,10,1,1,15,1,5,NA,NA,5,5,5,3.75,1,4.75,4.75,0,1,6.25,3,9,8.75,8,2,4,49,14.3990740443035,1,3,0.333333333333333,NA,1,1,1,0,0,9,10,1,-1,1,1
"208",1389,4,3,5,1,1,3,5,5,3,5,2,1,5,3,4,4,5,3,1,3,4,5,4,5,2,1,5,5,9,8,1,2,0,1,4,NA,NA,4.5,3.5,5,2,1,4,4.25,0,2,9,2.33333333333333,9.66666666666667,8,6.33333333333333,3,4,55.3333333333333,18.0092568789868,0,3,0,NA,0.766622455746454,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,8,9.66666666666667,0.666666666666667,-1,1.58496250072116,1
"209",1390,2,2,4,3,1,3,5,5,2,4,3,1,4,4,4,4,4,3,1,4,4,4,4,NA,3,1,4,4,9,9,1,1,30,1,4,NA,NA,3.75,3,NA,3,1,3.75,4.25,0,1,2.3,2.6,6.3,0.8,4.3,2,3,22.6,10.7310556589534,4,6,0.666666666666667,NA,0.480232659215599,0.392857142857143,2.75,3.125,0.321428571428571,1.25,6.5,0.392857142857143,-0.25,2,1
"210",1391,5,4,5,4,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,4,1,5,5,10,10,1,1,30,2,5,NA,NA,5,4.75,5,4.5,1,5,5,0,1,10,1,7,6.33333333333333,4,3,2,18.3333333333333,1.52752523165195,1,2,0.5,NA,0.931755012477259,1,2,0,0,6.33333333333333,7,1,-0.333333333333333,1.58496250072116,1
"211",1392,4,5,5,3,2,4,4,5,4,5,3,1,5,4,5,4,4,3,1,4,5,5,5,5,3,3,3,4,10,10,3,1,0,2,2,NA,NA,4.75,4.5,4.75,3,1.75,4,4.25,NA,1,6.33333333333333,4.83333333333333,8,8.33333333333333,8,1,2,38.3333333333333,8.16496580927726,1,5,0.2,NA,0.611505674127832,0.8,4,2.16666666666667,0.2,8.33333333333333,8,0.8,1,2.25162916738782,0
"212",1393,4,3,4,1,5,3,2,5,3,5,2,5,2,2,3,2,4,2,2,2,2,4,4,4,2,3,2,3,10,8,1,1,0,1,3,NA,NA,4,3,4.25,1.75,3.75,2.25,2.25,0,1,9.33333333333333,3.5,9,9.33333333333333,6.33333333333333,4,4,41.8333333333333,15.7406056639084,1,5,0.2,NA,0.809991722467576,1,4,1.1,0,9.2,9,1,-0.6,2.32192809488736,0
"213",1394,1,2,3,1,3,3,3,3,2,4,1,1,3,1,1,3,3,1,2,3,2,3,3,2,1,2,3,2,10,7,1,1,0,1,5,NA,NA,2,2.5,3,1,2,3,2,0,1,8.83333333333333,2.5,9.16666666666667,8.66666666666667,7.33333333333333,2,5,48.1666666666667,15.6386273907484,3,3,1,NA,0.689561348906085,0.8,4,1.83333333333333,0.2,8.66666666666667,9.16666666666667,0.8,0,2.58496250072116,1
"214",1395,4,5,5,3,1,4,5,5,5,5,4,2,4,4,5,4,4,3,1,3,5,5,4,4,3,1,4,5,10,10,1,1,25,1,2,NA,NA,4.75,4.5,4.5,3.25,1.25,3.75,4.75,0,1,9,2.2,10,9.2,6.8,3,5,36.2,12.5578660607605,0,5,0,NA,0.706027943324621,0.6,2.4,0.8,0.4,9.2,10,0.6,-1,2.32192809488736,0
"215",1399,5,4,5,4,1,5,3,5,5,5,2,1,5,5,5,5,4,1,1,4,3,3,5,4,4,1,5,3,10,6,1,2,0,3,3,NA,NA,4.5,4.75,4.5,2.75,1,4.75,3.5,0,2,10,1.6,9,8.8,5.2,3,4,26.4,9.26282894152753,1,3,0.333333333333333,NA,0.917299411979571,1,3,0.125,0,8.5,8.75,1,0,2,0
"216",1413,2,2,4,2,3,4,5,4,3,4,2,3,3,4,4,2,4,2,4,4,4,4,4,2,2,4,4,4,6,8,1,1,24,1,4,NA,NA,3.5,2.75,3.5,2,3.5,3.75,4.25,0,1,8,1,7,7,7,2,3,39.6666666666667,18.9296944860009,1,2,0.5,NA,0.936274697674587,1,2,0,0,7,7,1,-0.333333333333333,1.58496250072116,1
"217",1414,1,4,5,3,1,3,4,4,4,5,3,1,4,4,3,4,5,3,1,4,3,3,4,4,3,1,3,4,10,10,1,1,15,1,5,NA,NA,2.75,4,4.75,3,1,3.5,3.75,0,1,10,1.66666666666667,10,10,5.83333333333333,5,5,41.3333333333333,17.3743105378794,2,4,0.5,NA,0.76870543490625,0.733333333333333,3.66666666666667,1.16666666666667,0.266666666666667,10,10,0.733333333333333,-0.333333333333333,1.91829583405449,1
"218",1416,4,3,5,3,1,4,5,5,4,4,3,1,3,4,4,4,3,2,1,3,2,3,3,4,2,1,3,3,10,9,1,2,0,3,4,NA,NA,4,3.5,4,2.5,1,3.25,3.5,0,2,4.625,3,5.625,6.125,7.125,4,3,33.5,7.44503669759736,5,3,1.66666666666667,NA,0.521224189567501,0.4,1.6,0.1,0.1,6.2,5.4,0.4,0.6,1.92192809488736,1
"219",1417,4,2,4,4,4,2,3,4,4,5,4,3,3,4,4,3,3,3,4,4,4,5,5,3,1,4,4,4,7,7,1,1,38,3,3,NA,NA,4.25,3.5,3.75,3,3.75,3.25,3.75,0,1,7.75,1.25,6,5.25,4.25,3,4,30.75,13.6717470232106,2,2,1,NA,0.889263066601531,1,3,0,0,5.25,6,1,0,2,0
"220",1419,2,4,5,3,1,4,1,2,5,3,3,1,3,2,2,5,2,1,1,4,3,3,4,2,1,1,4,4,10,10,1,1,8,1,4,NA,NA,2.25,4.5,3,2,1,3.75,2.5,0,1,10,3.1,9.5,9.2,6.8,4,4,133.4,304.440543365112,2,8,0.25,NA,0.618491412403771,0.533333333333333,4.8,3.6,0.355555555555556,9.2,9.5,0.533333333333333,-0.6,2.64643934467102,1
"221",1420,4,3,4,3,1,2,4,4,3,4,1,1,3,2,4,2,3,2,1,2,4,5,3,4,2,1,3,3,10,10,1,1,14,1,4,NA,NA,4.25,2.75,3.75,2,1,2.5,3.25,0,1,8.8,1.4,9,7.8,4,1,3,18.6,0.547722557505166,1,4,0.25,NA,0.941697816270272,1,4,0,0,7.8,9,1,-0.6,0.970950594454669,1
"222",1421,4,3,5,1,1,2,1,5,1,5,1,1,2,2,4,3,5,1,1,2,2,4,3,3,1,1,2,2,10,10,1,1,NA,3,5,NA,NA,4.25,2.5,4.5,1,1,2,1.75,0,1,9.5,2.75,9,9.25,6.5,2,4,37,16.4620776331543,1,3,0.333333333333333,NA,0.92114156543202,1,2,0,0,9,8.66666666666667,1,-0.333333333333333,1.58496250072116,1
"223",1425,4,3,5,1,1,5,5,5,2,5,1,1,5,5,5,4,5,2,1,5,4,5,3,5,3,1,3,4,10,10,1,2,0,2,4,NA,NA,4.75,3,5,1.75,1,4.5,4.5,0,2,7.8,4.2,9,8.8,7.3,3,4,33.9,8.99938269487907,5,5,1,NA,0.43564068641396,0.422222222222222,3.8,4.25,0.466666666666667,8.8,9,0.422222222222222,0,3.12192809488736,1
"224",1426,5,3,5,2,1,5,5,5,2,5,2,1,5,5,5,3,5,2,1,5,5,5,3,5,2,1,5,5,10,10,1,2,0,2,4,NA,NA,5,2.75,5,2,1,5,5,0,2,8.6,1.9,9.9,9.9,5,5,4,27.5,14.8642000943355,4,6,0.666666666666667,NA,0.676119914807125,0.844444444444444,7.6,1.95,0.155555555555556,9.9,9.9,0.844444444444444,-0.2,2.16096404744368,1
"225",1427,5,2,4,1,3,1,4,5,1,5,1,1,1,1,5,1,3,1,1,1,3,5,1,5,1,2,1,3,10,6,1,1,40,3,2,NA,NA,5,1.25,4.25,1,1.75,1,2.75,0,1,9.33333333333333,2.33333333333333,10,8.66666666666667,5,3,3,61,7.21110255092798,1,2,0.5,NA,0.935626742811115,1,2,0,0,8.66666666666667,10,1,-0.333333333333333,1.58496250072116,0
"226",1430,5,3,5,2,3,2,4,5,2,4,2,2,3,4,4,4,4,2,1,4,3,4,3,3,2,2,3,3,8,9,1,1,10,1,3,NA,NA,4.5,3,4,2,2,3,3.5,0,1,8,1.33333333333333,8,8.33333333333333,6,2,3,26.6666666666667,13.2790561913614,0,3,0,NA,0.804737854124365,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,8.33333333333333,8,0.666666666666667,-1,0.918295834054489,0
"227",1431,1,4,5,5,1,4,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,NA,5,5,1,5,5,10,10,1,1,30,1,2,NA,NA,4,NA,5,5,1,4.75,5,0,1,9.2,3.4,10,10,6.6,3,4,44.8,14.6696966567138,2,3,0.666666666666667,NA,0.817985719029642,0.7,2.8,0.6,0.3,10,10,0.7,-0.2,1.92192809488736,0
"228",1432,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,1,1,24,3,4,NA,NA,5,5,5,5,5,5,5,0,1,10,1.875,9.75,9.75,6.625,4,5,37,12.0948631362953,3,5,0.6,NA,0.83954616081137,0.964285714285714,6.75,2.08333333333333,0.0357142857142857,9.75,9.75,0.964285714285714,-0.25,2.75,1
"229",1433,4,3,5,4,4,4,5,5,5,5,3,2,5,5,5,4,5,3,1,4,4,5,5,4,4,1,4,4,10,10,1,1,17,3,5,NA,NA,4.75,4.25,4.75,3.5,2,4.25,4.5,0,1,8.33333333333333,1,9,10,5.66666666666667,3,3,36.6666666666667,14.2945210949277,2,1,2,NA,1,1,1,0,0,10,8.5,1,0,1,1
"230",1434,4,2,5,2,1,3,3,4,3,4,2,1,3,4,4,3,4,1,1,4,4,4,3,3,1,1,3,4,10,10,2,1,0,3,4,NA,NA,4,2.75,4,1.5,1,3.25,3.75,1,1,9.33333333333333,2,10,10,5,2,3,48.6666666666667,1.15470053837925,1,2,0.5,NA,0.882339789383241,1,2,0,0,10,10,1,0.333333333333333,0.918295834054489,1
"231",1437,2,3,5,2,1,2,5,5,2,5,2,1,2,3,4,3,5,2,1,2,2,4,2,2,1,1,2,2,10,10,1,1,0,1,3,NA,NA,3.75,2.5,4.25,1.75,1,2,3,0,1,7.66666666666667,2.33333333333333,7,7,6,2,3,37,1.4142135623731,1,2,0.5,NA,0.853850937602943,1,2,0.333333333333333,0,7,7,1,-0.333333333333333,1,0
"232",1440,4,3,4,2,2,3,5,4,2,5,1,3,4,4,4,3,4,1,1,2,4,4,3,3,1,2,1,4,9,6,2,1,20,3,3,NA,NA,4,2.75,4,1.25,2,2.5,4.25,1,1,8.5,2.75,9.5,8.75,6,4,4,44.25,18.0992633367586,3,1,3,NA,0.795583496854358,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,8.33333333333333,9.33333333333333,0.666666666666667,-0.333333333333333,1.58496250072116,0
"233",1441,2,5,5,3,1,5,1,5,5,5,1,1,5,1,1,5,2,1,1,5,1,3,5,2,5,1,5,1,10,10,1,1,40,1,5,NA,NA,2.75,5,3.5,2.5,1,5,1,0,1,9.7,1.8,10,10,6.1,3,4,34.1,15.8986372581636,4,6,0.666666666666667,NA,0.637755341684277,0.555555555555556,4.44444444444444,0.5,0.194444444444444,10,10,0.555555555555556,-0.111111111111111,2.28103611255342,1
