"","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi"
"4079",1353,"ag","6","",10,1,"1","",18,10,10,4,"","10","10","10","10","10","10","10","10","10","10","10","10","0","10","10","10","10","0","10","10","10","10","10","10","0","10","10","10","0","0","0","0","10","0","10","10","10","10","0","10","10","0","10","10","0","135305",0
"4081",1355,"dp","1","",10,1,"2","",53,10,10,4,"","0","0","10","0","0","0","0","0","0","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135505",1
"4082",1356,"lm","6","",10,1,"1","",18,7,8,5,"","2","3","2","4","0","8","6","10","7","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135605",0
"4083",1358,"ad","3","",9,3,"1","",13,4,4,2,"","7","6","8","9","9","9","9","9","9","9","-5","8","1","5","7","9","9","9","9","9","0","10","8","8","8","8","1","2","4","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","9","135805",0
"4087",1364,"jg","7","",10,4,"2","",19,NA,10,4,"","","7","7","6","6","-8","7","7","-8","10","-9","-9","10","-9","-9","10","10","-9","10","10","10","-9","-9","10","-9","-9","-9","-9","","","","","","","","","0","0","7","0","0","0","0","0","0","136405",1
"4088",1366,"tp","1","",3,2,"2","",50,9,7,5,"","3","4","0","8","3","0","-3","0","3","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136605",1
"4089",1367,"ja","4","",7,2,"2","",35,7,8,7,"","7","0","0","4","3","9","0","0","8","9","0","0","7","9","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136705",1
"4091",1370,"kf","1","",9,1,"1","",44,10,10,7,"","0","0","8","0","0","0","0","0","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137005",0
"4093",1375,"becky","4","",7,4,"1","",59,10,10,8,"","2","0","7","0","8","7","0","8","7","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137505",0
"4094",1379,"m.m.","6","",10,4,"2","",30,10,10,7,"","10","","","","","","-10","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137905",1
"4096",1382,"jb","8","academic",7,4,"1","",44,7,9,7,"","10","6","6","10","10","6","0","0","6","5","10","10","9","0","5","10","10","10","10","9","10","7","9","10","10","9","10","10","10","10","10","10","10","10","10","10","8","8","6","9","0","0","10","10","10","138205",0
"4098",1385,"mr","3","",10,2,"1","",26,8,10,6,"","10","10","10","8","9","9","10","10","10","8","9","10","10","9","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","138505",0
"4099",1386,"cf","4","",7,3,"1","",37,5,8,8,"","0","2","0","-4","4","0","0","0","0","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138605",0
"4102",1390,"ss","6","",9,2,"1","",17,2,8,4,"","0","0","0","0","6","0","0","7","0","0","0","8","0","7","0","-4","","0","-6","0","-6","0","0","0","2","1","1","2","0","6","0","0","6","0","0","0","0","3","0","0","0","0","0","0","0","139005",0
"4104",1392,"ls","8","academic",10,2,"1","",50,10,10,8,"","0","3","0","1","0","1","5","1","7","7","3","1","2","6","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139205",0
"4105",1393,"patricia","4","",10,4,"1","",67,10,10,7,"","10","4","9","0","0","0","10","3","2","0","10","7","5","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139305",0
"4106",1394,"jw","10","othr_adults",7,4,"2","",63,5,7,8,"","10","4","3","4","4","9","2","0","0","0","10","10","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139405",1
"4107",1395,"cj","8","academic",6,5,"1","",35,10,10,7,"","10","0","7","8","10","0","8","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139505",0
"4110",1414,"cl","6","",10,2,"2","",22,10,10,5,"","","4","4","2","2","10","0","0","10","10","10","10","5","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141405",1
"4111",1416,"mf","7","",4,3,"2","",35,10,6,7,"","0","0","0","0","0","0","0","1","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","141605",1
"4113",1419,"sw","8","academic",10,5,"1","",30,10,10,7,"","0","0","10","0","6","0","0","7","1","10","0","10","10","0","0","0","8","9","0","0","10","4","6","8","0","0","0","3","0","10","10","0","0","10","10","0","0","9","9","0","2","7","4","0","6","141905",0
"4114",1420,"ac","6","",9,1,"1","",19,8,9,4,"","9","8","8","10","9","10","9","6","10","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142005",0
"4118",1425,"bd","4","",4,4,"2","",23,6,6,6,"","3","0","4","0","3","3","0","0","0","-3","2","2","2","0","0","10","8","6","6","-4","7","0","0","0","0","0","0","10","0","0","0","0","-2","0","7","3","4","2","0","0","3","-2","5","-2","0","142505",1
"4119",1426,"rp","1","",10,1,"2","",53,10,10,7,"","10","10","10","6","6","6","7","7","5","6","5","5","5","3","3","4","2","0","5","4","8","4","4","4","3","3","0","0","7","5","3","3","4","0","0","3","6","6","6","2","2","2","0","1","0","142605",1
"4122",1431,"ap","1","",10,2,"1","",47,10,10,5,"","0","0","8","0","10","10","9","9","9","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143105",0
"4123",1432,"at","6","",10,2,"2","",38,10,10,8,"","10","8","9","5","5","10","4","6","10","10","10","10","5","1","0","10","10","5","4","2","10","10","10","10","3","3","7","10","","","","","","","","","","","","","","","","","","143205",1
"4130",1441,"ss","8","academic",10,3,"2","",39,10,10,8,"","0","0","4","0","2","10","0","0","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","9","9","9","0","0","0","10","9","9","10","0","0","10","0","10","9","9","0","0","0","10","10","144105",1
"4132",1450,"lc","6","",10,1,"1","",18,10,10,7,"","10","10","10","4","4","10","10","10","10","3","10","10","10","10","10","0","0","10","10","3","10","","","","","","","","","","","","","","","","","","","","","","","","","145005",0
"4133",1451,"y.z.","3","",10,1,"1","",32,8,6,4,"","10","10","10","10","10","8","10","8","7","7","10","10","7","8","7","7","7","10","6","9","5","0","0","0","0","0","0","0","10","10","10","10","10","10","9","0","2","2","3","2","1","2","1","0","7","145105",0
"4140",1460,"kz","8","academic",8,4,"2","",47,8,8,9,"","","-10","","","","","","-10","-10","8","10","4","4","9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146005",1
"4141",1462,"jh","4","",10,1,"2","",69,2,10,4,"","10","10","9","10","10","10","10","10","10","10","10","10","10","10","8","8","8","8","8","8","8","10","10","10","10","10","9","10","10","10","10","10","10","10","10","10","10","10","7","10","9","9","10","10","2","146205",1
"4146",1468,"cs","6","",7,1,"2","",18,8,8,4,"","","10","10","10","10","10","4","4","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146805",1
"4147",1470,"jt","4","",4,4,"2","",77,7,5,3,"","9","6","3","7","5","5","2","1","4","-10","10","10","0","10","0","8","4","0","2","0","5","5","7","2","3","5","6","6","0","0","0","0","0","3","0","-3","4","-2","-3","7","3","0","0","0","0","147005",1
"4148",1471,"je","3","",10,2,"2","",6,5,1,1,"","10","9","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147105",1
"4152",1479,"js","6","",10,2,"1","",20,8,8,5,"","10","0","0","8","0","8","10","10","0","10","9","9","9","9","9","10","10","0","0","5","10","10","8","0","0","0","7","7","","","","","","","","","","","","","","","","","","147905",0
"4154",1481,"c.s.b","4","",10,2,"1","",42,10,10,8,"","-10","10","0","10","-7","10","10","7","9","10","10","4","7","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148105",0
"4158",1487,"md","6","",10,2,"1","",18,10,10,5,"","7","10","10","10","10","10","10","10","0","10","10","4","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148705",0
"4160",1489,"g.j.","6","",8,4,"2","",18,5,6,4,"","6","0","4","6","10","0","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148905",1
"4163",1495,"ed","6","",10,1,"1","",18,10,10,5,"","9","9","5","6","9","10","2","6","0","0","6","3","10","2","0","9","1","10","3","0","8","10","0","10","0","0","10","10","","","","","","","","","","","","","","","","","","149505",0
"4164",1496,"vr","6","",10,2,"1","",25,10,10,6,"","2","2","10","6","8","10","6","7","5","7","0","0","0","8","0","0","0","0","2","0","0","8","3","5","10","9","0","0","9","8","10","10","3","0","0","6","0","0","0","10","5","0","0","0","0","149605",0
"4165",1498,"cc","4","",10,3,"1","",29,8,6,8,"","10","9","10","10","9","3","10","10","0","10","10","10","0","10","10","10","10","0","10","10","10","10","10","3","10","10","10","10","10","10","5","10","10","10","10","10","","","","","","","","","","149805",0
"4167",1500,"ng","4","",10,1,"1","",70,10,10,4,"","","10","6","6","0","6","10","10","10","6","6","10","6","0","10","4","0","3","0","6","3","0","0","0","0","0","0","10","6","6","6","5","10","6","3","3","5","5","5","0","10","2","-4","-4","10","150005",0
"4170",1505,"eb","3","",10,2,"1","",27,10,10,5,"","10","10","1","5","10","4","2","7","0","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150505",0
"4171",1506,"sh","5","",10,1,"1","",19,10,7,5,"","","8","9","10","10","10","10","9","9","8","10","7","10","0","5","10","10","9","10","6","6","10","7","8","0","0","9","7","7","8","10","8","8","0","7","0","6","4","4","7","7","0","5","0","0","150605",0
"4172",1508,"ml","4","",10,2,"1","",22,10,10,7,"","10","10","7","10","6","10","10","6","10","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150805",0
"4173",1509,"md","4","",8,3,"1","",70,10,10,7,"","10","10","10","10","10","10","5","5","10","10","10","10","10","10","10","6","-4","10","10","-6","4","2","2","7","10","2","7","3","0","0","2","8","1","1","1","10","0","6","5","1","1","-6","-5","1","1","150905",0
"4174",1513,"sg","8","academic",4,2,"1","",42,10,10,8,"","9","6","7","0","0","6","0","0","7","0","0","0","7","0","0","7","7","4","0","0","0","10","10","5","6","0","0","10","0","0","10","0","0","0","2","6","1","2","4","0","0","0","5","0","0","151305",0
"4178",1528,"dp","4","",10,3,"1","",67,10,10,7,"","","10","10","10","10","10","8","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152805",0
"4179",1529,"lm","6","",10,1,"1","",19,4,8,6,"","0","4","10","5","7","8","0","4","-5","-2","0","0","0","0","7","0","5","5","4","-6","0","","","","","","","","","","","","","","","","","","","","","","","","","152905",0
"4182",1535,"kg","3","",10,6,"1","",13,3,NA,1,"","8","8","6","7","7","7","7","8","8","8","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153505",0
"4185",1539,"jl","6","",9,1,"2","",19,3,10,4,"","10","8","8","3","4","0","1","1","4","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153905",1
"4186",1540,"af","5","",10,1,"1","",20,7,10,4,"","10","6","10","8","10","10","8","8","8","8","6","6","8","8","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154005",0
"4188",1543,"eb","6","",10,1,"2","",19,10,10,5,"","10","2","3","2","4","10","1","1","10","10","2","2","10","10","10","1","2","10","10","10","10","8","8","8","8","8","8","8","6","6","6","6","6","6","6","6","5","5","5","5","5","5","5","5","6","154305",1
"4189",1544,"nl","6","",6,2,"1","",22,3,8,5,"","7","8","10","5","10","9","7","6","6","4","7","8","6","-10","6","9","-5","1","-8","-7","-8","8","10","6","3","8","7","5","9","9","8","5","5","5","4","3","5","6","1","2","-1","-4","-5","-5","-6","154405",0
"4191",1547,"tf","1","",8,1,"1","",41,5,4,5,"","6","4","10","10","6","6","4","9","9","6","8","8","6","7","10","6","8","8","4","2","6","3","3","4","4","4","5","6","7","8","8","7","10","10","10","9","1","8","8","0","7","5","5","1","4","154705",0
"4192",1551,"nw","4","",NA,4,"2","",NA,10,10,9,"","5","0","0","9","2","0","4","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155105",1
"4196",1556,"boyfriend","5","",10,1,"2","",18,10,10,4,"","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","155605",1
"4198",1562,"ma","6","",5,3,"1","",21,9,9,5,"","0","1","0","1","0","10","0","0","5","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156205",0
"4201",1570,"sl","4","",9,3,"1","",48,8,9,8,"","","10","8","10","6","8","10","7","10","10","6","-10","2","5","-10","4","","2","5","","10","10","10","10","10","10","2","2","10","10","10","10","10","1","1","10","10","10","10","10","10","2","2","10","10","157005",0
"4202",1571,"da","6","",10,3,"1","",21,10,10,5,"","5","10","10","7","7","10","-2","4","0","0","-6","5","0","0","5","2","7","7","7","0","0","4","7","7","7","1","0","7","3","9","6","6","1","0","6","0","7","9","9","10","0","0","9","0","9","157105",0
"4203",1573,"es","4","",10,4,"1","",39,10,10,7,"","6","7","9","6","10","10","3","10","10","10","-2","5","0","0","0","-7","4","0","0","0","7","5","7","10","7","7","0","0","4","10","6","6","6","2","0","6","5","10","10","10","10","6","6","10","10","157305",0
"4205",1578,"ld","5","",10,1,"1","",18,7,10,4,"","","10","10","10","10","10","7","7","0","0","0","0","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","8","10","10","10","0","0","0","0","7","0","0","0","7","8","0","7","0","157805",0
"4207",1582,"vs","4","",8,3,"1","",56,8,7,4,"","0","0","5","2","4","4","5","5","6","6","3","3","4","4","4","4","4","4","4","4","4","0","0","8","0","5","0","0","0","0","3","2","2","0","0","0","0","0","1","0","1","1","1","1","1","158205",0
"4209",1584,"jm","4","",10,1,"1","",36,10,10,8,"","","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158405",0
"4212",1604,"rmg 1","4","",8,4,"2","",73,8,NA,7,"","","10","8","10","6","10","6","10","5","5","7","9","5","6","10","10","10","8","8","6","10","","","","","","","","","","","","","","","","","","","","","","","","","160405",1
"4214",1607,"wr","4","",10,2,"2","",999,10,10,7,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160705",1
"4215",1610,"ss","6","",10,1,"1","",19,10,10,5,"","","10","10","","","","10","10","10","","4","4","4","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161005",0
"4217",1614,"km","7","",-6,6,"2","",24,9,9,7,"","0","0","10","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","161405",1
"4219",1617,"sa","6","",10,1,"1","",18,9,10,4,"","10","5","10","10","10","10","10","10","10","1","10","10","10","3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161705",0
"4220",1618,"al","4","",10,3,"1","",31,7,8,4,"","8","10","10","7","9","9","9","9","9","9","6","7","8","5","7","9","8","9","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","161805",0
"4222",1620,"ds","7","",7,6,"1","",36,10,10,7,"","","10","10","10","10","10","8","10","10","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162005",0
"4227",1628,"bp","5","",10,1,"2","",19,10,10,5,"","7","10","10","10","","10","-7","1","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162805",1
"4228",1632,"ra","6","",6,2,"3","non-binary",17,10,10,5,"","10","10","4","10","10","7","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2","0","2","-1","0","-2","0","3","4","1","0","0","2","0","0","0","0","163205",NA
"4229",1634,"ks","3","",10,1,"1","",21,7,9,7,"","0","0","0","0","0","10","0","0","8","8","1","1","7","7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163405",0
"4231",1638,"lj","4","",10,2,"1","",55,10,10,7,"","","10","10","10","","-10","10","10","7","0","10","7","7","3","0","8","0","0","8","0","3","0","0","0","0","0","0","0","10","10","5","0","10","0","0","0","10","10","8","8","8","7","0","0","0","163805",0
"4232",1641,"ms","4","",10,1,"1","",36,10,10,7,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","164105",0
"4233",1642,"ch","1","parentfig",10,1,"1","",78,10,10,7,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","164205",0
"4236",1648,"cp","4","",9,3,"2","",54,10,10,5,"","7","9","8","8","8","10","8","8","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164805",1
"4238",1650,"ab","8","academic",1,6,"1","",NA,10,10,7,"","10","8","8","10","10","10","0","0","0","0","0","0","0","0","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165005",0
"4243",1659,"mf","1","parentfig",9,2,"1","",NA,10,10,7,"","9","9","9","9","10","10","9","10","10","8","9","7","7","7","8","10","10","10","0","0","0","8","9","10","0","0","0","7","10","10","10","7","8","0","8","10","5","5","5","8","9","0","5","0","0","165905",0
"4244",1660,"tf","8","academic",10,5,"1","",32,10,10,8,"","10","10","10","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","7","7","0","","","","","","","","","","","","","","","","","","","","","","","","","166005",0
"4245",1661,"nd","6","",10,4,"2","",30,10,10,7,"","","6","0","6","6","6","6","6","6","6","10","10","0","0","0","10","10","0","10","0","10","10","10","0","0","0","10","10","10","10","6","10","0","0","0","6","10","10","7","10","3","10","10","6","10","166105",1
"4247",1664,"kh","6","",10,1,"1","",19,10,10,5,"","","10","10","10","10","10","10","10","10","10","9","9","10","10","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","166405",0
"4248",1665,"mb","4","",10,3,"1","",55,10,10,7,"","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","166505",0
"4249",1667,"hg","1","",7,2,"2","",40,10,10,5,"","","7","7","10","5","8","4","-2","-7","7","10","4","5","10","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166705",1
"4250",1668,"ag","6","",10,2,"2","",18,9,9,3,"","6","7","8","8","8","5","0","6","9","5","0","0","0","5","7","10","9","8","10","8","8","7","4","3","5","7","4","9","7","5","6","8","8","6","7","9","7","8","6","8","9","7","10","9","5","166805",1
"4252",1671,"ls","4","",10,3,"2","",40,10,10,4,"","","10","5","10","5","10","10","5","10","10","10","0","4","10","4","10","10","0","10","0","10","10","1","10","10","10","10","0","10","0","10","10","10","10","0","10","10","0","10","10","10","10","0","10","0","167105",1
"4257",1678,"rb","6","",10,1,"1","",19,8,10,4,"","10","10","10","4","0","0","7","0","0","10","0","0","0","8","10","","","","","","","4","0","0","10","10","10","","0","0","0","3","3","2","0","10","4","0","0","10","10","10","0","10","10","167805",0
"4258",1680,"tjt","3","",10,1,"2","",21,10,10,4,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","168005",1
"4260",1686,"jf","4","",8,3,"1","",65,9,7,7,"","10","8","8","10","9","9","8","6","10","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168605",0
"4264",1692,"eh","5","",10,1,"2","",20,8,7,5,"","4","10","10","7","6","10","6","4","7","2","4","-1","5","1","0","-2","2","2","4","-1","6","3","1","6","6","-1","-1","7","5","4","1","1","4","-1","5","5","1","1","4","2","1","3","3","2","2","169205",1
"4265",1694,"kl","6","",10,1,"1","",18,10,10,5,"","0","0","7","0","10","6","4","10","8","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169405",0
"4266",1695,"mf","7","",10,5,"2","",28,10,10,7,"","10","4","6","0","0","3","6","7","10","-4","0","0","2","7","-9","7","0","7","-2","0","7","9","0","0","-9","3","3","9","0","0","0","0","0","0","9","10","7","4","9","-3","5","6","10","10","10","169505",1
"4269",1700,"np","3","",10,1,"1","",14,10,10,2,"","8","6","6","10","10","6","10","10","6","10","10","10","6","10","10","4","10","6","10","10","10","10","4","6","10","10","10","4","","","","","","","","","","","","","","","","","","170005",0
"4270",1701,"as","4","relatives",9,2,"1","",33,10,10,6,"","8","8","10","10","4","4","10","4","4","10","10","8","8","7","7","10","10","10","8","8","10","10","10","10","7","7","10","10","10","6","6","10","10","7","7","5","10","0","0","0","0","3","3","3","5","170105",0
"4274",1705,"cd","3","",10,2,"2","",21,10,10,5,"","4","10","2","9","6","9","10","5","9","10","10","2","10","10","10","4","10","2","8","5","0","8","1","8","10","8","3","1","8","2","8","10","6","7","0","10","8","1","8","10","6","10","0","10","10","170505",1
"4275",1708,"cj","4","",10,3,"1","",60,3,7,9,"","10","10","9","7","7","8","10","5","8","10","1","0","0","1","1","0","0","0","0","0","0","10","10","10","10","0","10","10","10","5","4","4","0","10","10","10","10","7","4","6","0","10","10","10","10","170805",0
"4276",1709,"c.b.","1","parentfig",7,2,"2","",51,10,10,8,"","","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170905",1
"4278",1713,"cw","4","",10,1,"1","",68,10,10,4,"","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","171305",0
"4280",1715,"bh","6","",4,3,"1","",18,2,9,5,"","0","-4","10","4","9","9","4","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171505",0
"4283",1721,"ml","6","",10,2,"1","",18,10,10,4,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","6","10","10","10","9","172105",0
"4284",1723,"mm","4","",10,4,"2","",68,10,10,4,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","172305",1
"4285",1724,"a","1","",NA,4,"2","",33,NA,NA,4,"","3","-3","3","3","0","-5","","","","","-5","6","4","7","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172405",1
"4290",1731,"cb","4","",10,2,"1","",36,8,10,4,"","10","10","8","10","7","10","10","9","10","10","7","4","","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173105",0
"4291",1734,"tm","1","",10,1,"2","",55,7,5,4,"","4","6","10","10","10","8","10","6","6","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173405",1
"4292",1740,"cs","6","",8,1,"2","",23,7,9,7,"","0","4","0","6","6","4","0","7","4","9","8","4","7","6","9","6","9","3","8","8","6","7","9","4","7","9","7","10","6","8","4","9","3","7","-5","0","5","7","1","7","4","9","9","4","-7","174005",1
"4293",1741,"le","6","",8,5,"1","",50,10,8,9,"","1","1","10","0","0","0","0","10","5","0","3","2","1","0","0","4","2","2","0","0","6","","","","","","","","","","","","","","","","","","","","","","","","","174105",0
"4294",1742,"md","6","",9,5,"2","",40,10,10,8,"","4","8","0","4","1","5","2","4","1","4","0","2","0","0","1","2","5","0","0","4","5","5","6","7","0","7","-2","6","2","4","0","0","6","-1","6","6","","","","","","","","","","174205",1
"4295",1743,"mi","1","parentfig",10,4,"1","",999,10,10,7,"","","10","10","10","10","10","10","10","10","8","10","10","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","174305",0
"4297",1745,"ib","6","",10,2,"1","",18,10,10,4,"","","10","10","0","0","0","7","10","10","0","6","9","9","0","10","4","7","7","-9","4","10","0","0","0","0","0","0","0","7","7","7","0","0","0","0","10","0","10","10","-1","0","0","0","0","0","174505",0
"4299",1748,"am","4","relatives",10,2,"2","",22,10,10,5,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","174805",1
"4300",1749,"ad","6","",6,1,"1","",18,8,8,5,"","9","10","8","10","9","8","8","6","4","4","8","8","0","0","10","10","6","10","10","0","0","8","4","1","10","0","0","7","4","4","1","10","0","0","10","10","4","4","1","10","0","0","10","10","10","174905",0
"4301",1750,"sb","1","",10,1,"1","",46,7,9,3,"","0","0","0","10","2","-1","6","0","0","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175005",0
"4302",1751,"md","3","",6,1,"1","",27,10,10,7,"","6","5","8","8","10","10","0","9","10","10","0","7","10","10","10","0","0","0","0","0","0","10","0","0","0","0","0","0","9","9","8","10","8","10","0","0","0","10","10","10","10","10","0","0","9","175105",0
"4305",1755,"el","4","",8,3,"1","",22,10,10,5,"","8","8","9","9","5","0","9","7","0","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175505",0
"4306",1757,"cn","6","",10,2,"1","",20,10,10,7,"","10","9","8","9","9","10","8","9","9","6","","","","","","","","","","","","","","","2","","","","3","4","","6","8","","","","10","10","10","4","9","","","","","175705",0
"4308",1759,"bjb","3","",10,3,"2","",30,10,10,5,"","6","10","8","10","8","10","10","7","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175905",1
"4309",1760,"kd","3","",10,1,"2","",13,10,10,2,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","176005",1
"4310",1762,"older sister","3","",10,1,"1","",23,10,10,9,"","","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176205",0
"4313",1766,"ll","6","",10,2,"1","",30,10,10,8,"","6","7","7","6","8","3","6","1","4","-1","3","0","0","-1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176605",0
"4315",1771,"kl","3","",10,2,"1","",13,10,10,3,"","","10","0","10","0","0","10","10","10","10","10","2","2","7","3","10","0","-1","8","4","8","6","0","1","3","6","1","7","5","2","10","7","4","3","3","2","6","2","4","5","4","3","2","9","2","177105",0
"4317",1774,"wk","6","",10,1,"1","",24,8,7,7,"","0","0","10","0","2","2","0","0","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177405",0
"4318",1775,"jl","1","",10,1,"1","",58,10,10,4,"","10","10","5","10","4","5","4","4","0","0","10","5","5","5","3","8","3","6","7","10","4","10","10","5","5","7","6","6","10","10","6","5","4","10","6","10","10","9","7","4","0","5","7","10","8","177505",0
