"","egoID","from.alter","to.alter","weight_origin","weight"
"21963",1450,"145003","145006",10,10
"21973",1451,"145103","145106",7,7
"22043",1460,"146003","146006",4,4
"22053",1462,"146203","146206",10,10
"22163",1479,"147903","147906",9,9
"22183",1481,"148103","148106",7,7
"22193",1483,"148303","148306",10,10
"22223",1487,"148703","148706",10,10
"22273",1495,"149503","149506",10,10
"22313",1500,"150003","150006",6,6
"22353",1506,"150603","150606",10,10
"22373",1509,"150903","150906",10,10
"22383",1513,"151303","151306",7,7
"22503",1540,"154003","154006",8,8
"22523",1543,"154303","154306",10,10
"22533",1544,"154403","154406",6,6
"22553",1547,"154703","154706",6,6
"22603",1556,"155603","155606",10,10
"22653",1570,"157003","157006",2,2
"22713",1582,"158203","158206",4,4
"22763",1604,"160403","160406",5,5
"22783",1607,"160703","160706",10,10
"22793",1610,"161003","161006",4,4
"22833",1617,"161703","161706",10,10
"22843",1618,"161803","161806",8,8
"22933",1634,"163403","163406",7,7
"22953",1638,"163803","163806",7,7
"22963",1641,"164103","164106",10,10
"22973",1642,"164203","164206",10,10
"23053",1656,"165603","165606",4,4
"23073",1659,"165903","165906",7,7
"23113",1664,"166403","166406",10,10
"23123",1665,"166503","166506",10,10
"23133",1667,"166703","166706",5,5
"23163",1671,"167103","167106",4,4
"23223",1680,"168003","168006",10,10
"23283",1692,"169203","169206",5,5
"23303",1695,"169503","169506",2,2
"23333",1700,"170003","170006",6,6
"23343",1701,"170103","170106",8,8
"23383",1705,"170503","170506",10,10
"23423",1713,"171303","171306",10,10
"23473",1721,"172103","172106",10,10
"23483",1723,"172303","172306",10,10
"23493",1724,"172403","172406",4,4
"23563",1740,"174003","174006",7,7
"23573",1741,"174103","174106",1,1
"23593",1743,"174303","174306",10,10
"23613",1745,"174503","174506",9,9
"23633",1748,"174803","174806",10,10
"23663",1751,"175103","175106",10,10
"23733",1760,"176003","176006",10,10
"23793",1771,"177103","177106",2,2
"23823",1775,"177503","177506",5,5
"23883",1785,"178503","178506",9,9
"23903",1812,"181203","181206",10,10
"23923",1815,"181503","181506",7,7
"23943",1817,"181703","181706",10,10
"23953",1818,"181803","181806",10,10
"23963",1819,"181903","181906",7,7
"24113",1842,"184203","184206",3,3
"24123",1843,"184303","184306",8,8
"24133",1845,"184503","184506",6,6
"24143",1846,"184603","184606",8,8
"24153",1847,"184703","184706",9,9
"24163",1848,"184803","184806",4,4
"24183",1851,"185103","185106",10,10
"24193",1852,"185203","185206",8,8
"24213",1859,"185903","185906",10,10
"24223",1860,"186003","186006",2,2
"24263",1868,"186803","186806",10,10
"24293",1874,"187403","187406",1,1
"24323",1878,"187803","187806",10,10
"24443",1908,"190803","190806",10,10
"24463",1912,"191203","191206",9,9
"24473",1916,"191603","191606",10,10
"24523",1924,"192403","192406",10,10
"24543",1928,"192803","192806",7,7
"24553",1930,"193003","193006",9,9
"24583",1939,"193903","193906",2,2
"24613",1943,"194303","194306",10,10
"24673",1963,"196303","196306",5,5
"24723",1971,"197103","197106",8,8
"24813",1986,"198603","198606",10,10
"24833",1989,"198903","198906",8,8
"24853",1991,"199103","199106",10,10
"24913",2001,"200103","200106",7,7
"25043",2019,"201903","201906",3,3
"25103",2028,"202803","202806",6,6
"25193",2039,"203903","203906",10,10
"25233",2045,"204503","204506",10,10
"25263",2049,"204903","204906",2,2
"25273",2051,"205103","205106",6,6
"25373",2082,"208203","208206",5,5
"25383",2084,"208403","208406",10,10
"25433",2089,"208903","208906",10,10
"25443",2090,"209003","209006",7,7
"25453",2092,"209203","209206",7,7
